05/30/2019 23:00:06 PM - INFO - 持仓,操作日期,2011-04-26,股票名称,股票具体名称,当前价格,价格,今日指标,指标,ROE,roe,PE,pe,所属板块,板块
05/30/2019 23:11:56 PM - INFO - 明日操作,持仓,操作日期,2011-06-21,股票名称,浙江医药,当前价格,15.900877519999998,今日指标,-12.682699966666668,ROE,28.122793333333334,PE,12.365301,所属板块,医药生物
05/30/2019 23:11:56 PM - INFO - 明日操作,持仓,操作日期,2011-06-21,股票名称,新和成,当前价格,9.61345238,今日指标,-32.16867589999999,ROE,24.3241,PE,17.119023,所属板块,医药生物
05/30/2019 23:11:56 PM - INFO - 明日操作,持仓,操作日期,2011-06-21,股票名称,四川双马,当前价格,11.855476845,今日指标,-1002,ROE,0,PE,0,所属板块,建筑材料
05/30/2019 23:11:56 PM - INFO - 明日操作,持仓,操作日期,2011-07-01,股票名称,闻泰科技,当前价格,7.7948832,今日指标,-160.29309996666666,ROE,10.787153333333336,PE,51.842501,所属板块,电子
05/30/2019 23:11:56 PM - INFO - 明日操作,持仓,操作日期,2011-07-01,股票名称,浙江医药,当前价格,15.328997345,今日指标,-14.234498566666659,ROE,28.122793333333334,PE,12.835543,所属板块,医药生物
05/30/2019 23:11:56 PM - INFO - 明日操作,持仓,操作日期,2011-07-01,股票名称,新和成,当前价格,8.94450095,今日指标,-37.8940109,ROE,24.3241,PE,18.853973,所属板块,医药生物
05/30/2019 23:11:56 PM - INFO - 明日操作,持仓,操作日期,2011-07-01,股票名称,四川双马,当前价格,11.944281915000001,今日指标,-1002,ROE,0,PE,0,所属板块,建筑材料
05/30/2019 23:11:56 PM - INFO - 明日操作,持仓,操作日期,2011-07-21,股票名称,闻泰科技,当前价格,8.869178000000002,今日指标,-154.70602176666665,ROE,10.787153333333336,PE,50.149447,所属板块,电子
05/30/2019 23:11:56 PM - INFO - 明日操作,持仓,操作日期,2011-07-21,股票名称,浙江医药,当前价格,15.88305749,今日指标,-19.888434766666663,ROE,28.122793333333334,PE,14.548857,所属板块,医药生物
05/30/2019 23:11:56 PM - INFO - 明日操作,持仓,操作日期,2011-07-21,股票名称,新和成,当前价格,9.87332073,今日指标,-38.69682499999999,ROE,24.3241,PE,19.09725,所属板块,医药生物
05/30/2019 23:11:56 PM - INFO - 明日操作,持仓,操作日期,2011-07-21,股票名称,四川双马,当前价格,14.06080275,今日指标,-1002,ROE,0,PE,0,所属板块,建筑材料
05/30/2019 23:11:57 PM - INFO - 明日操作,持仓,操作日期,2011-08-10,股票名称,闻泰科技,当前价格,8.60435184,今日指标,-169.34802606666665,ROE,10.787153333333336,PE,54.586418,所属板块,电子
05/30/2019 23:11:57 PM - INFO - 明日操作,持仓,操作日期,2011-08-10,股票名称,浙江医药,当前价格,18.046169014999997,今日指标,-17.108692966666666,ROE,28.122793333333334,PE,13.706511,所属板块,医药生物
05/30/2019 23:11:57 PM - INFO - 明日操作,持仓,操作日期,2011-08-10,股票名称,新和成,当前价格,10.04097773,今日指标,-33.394025299999996,ROE,24.3241,PE,17.490341,所属板块,医药生物
05/30/2019 23:11:57 PM - INFO - 明日操作,持仓,操作日期,2011-08-10,股票名称,四川双马,当前价格,13.20235374,今日指标,-1002,ROE,0,PE,0,所属板块,建筑材料
05/30/2019 23:11:57 PM - INFO - 明日操作,持仓,操作日期,2011-08-20,股票名称,闻泰科技,当前价格,9.47877784,今日指标,-497.6551887666667,ROE,10.787153333333336,PE,154.073437,所属板块,电子
05/30/2019 23:11:57 PM - INFO - 明日操作,持仓,操作日期,2011-08-20,股票名称,浙江医药,当前价格,16.89503949,今日指标,-15.67834096666666,ROE,28.122793333333334,PE,13.273071,所属板块,医药生物
05/30/2019 23:11:57 PM - INFO - 明日操作,持仓,操作日期,2011-08-20,股票名称,新和成,当前价格,9.18089732,今日指标,-31.661634199999995,ROE,24.3241,PE,16.965374,所属板块,医药生物
05/30/2019 23:11:57 PM - INFO - 明日操作,持仓,操作日期,2011-08-20,股票名称,四川双马,当前价格,11.056231215,今日指标,-1002,ROE,0,PE,0,所属板块,建筑材料
05/30/2019 23:11:57 PM - INFO - 明日操作,持仓,操作日期,2011-08-30,股票名称,闻泰科技,当前价格,9.069046799999999,今日指标,-504.38952186666666,ROE,10.787153333333336,PE,156.114144,所属板块,电子
05/30/2019 23:11:57 PM - INFO - 明日操作,持仓,操作日期,2011-08-30,股票名称,浙江医药,当前价格,16.166412450000003,今日指标,-13.342640566666667,ROE,28.122793333333334,PE,12.565283,所属板块,医药生物
05/30/2019 23:11:57 PM - INFO - 明日操作,持仓,操作日期,2011-08-30,股票名称,新和成,当前价格,8.795286220000001,今日指标,-28.3640069,ROE,24.3241,PE,15.966093,所属板块,医药生物
05/30/2019 23:11:57 PM - INFO - 明日操作,持仓,操作日期,2011-08-30,股票名称,四川双马,当前价格,11.23877497,今日指标,-1002,ROE,0,PE,0,所属板块,建筑材料
