code,code_name,industry,industryClassification
sz.002001,新和成,医药生物,21.486623
sz.002007,华兰生物,医药生物,9.3537268
sz.002008,大族激光,电子,10.67067819
sz.002025,航天电器,电子,4.29
sz.002027,分众传媒,传媒,146.7788028
sz.002032,苏泊尔,家用电器,8.2128761
sz.002035,华帝股份,家用电器,8.81623124
sz.002050,三花智控,家用电器,21.30646835
sz.002078,太阳纸业,轻工制造,25.92600516
sz.002117,东港股份,轻工制造,3.63936014
sz.002120,韵达股份,交通运输,17.12764576
sz.002142,宁波银行,银行,nan
sz.002146,荣盛发展,房地产,43.48163851
sz.002174,游族网络,传媒,8.88467873
sz.002179,中航光电,电子,7.91013709
sz.002217,合力泰,电子,nan
sz.002233,塔牌集团,建筑材料,11.92275016
sz.002236,大华股份,电子,29.9762193
sz.002242,九阳股份,家用电器,7.67885
sz.002262,恩华药业,医药生物,10.20015711
sz.002271,东方雨虹,建筑材料,14.99162032
sz.002294,信立泰,医药生物,10.46016
sz.002299,圣农发展,农林牧渔,12.39480517
sz.002304,洋河股份,食品饮料,15.06988
sz.002311,海大集团,农林牧渔,15.81936604
sz.002352,顺丰控股,交通运输,nan
sz.002372,伟星新材,建筑材料,13.1092749
sz.002415,海康威视,电子,93.48465931
sz.002475,立讯精密,电子,41.14616722
sz.002507,涪陵榨菜,食品饮料,7.89357241
sz.002508,老板电器,家用电器,9.49032825
sz.002557,洽洽食品,食品饮料,5.07
sz.002572,索菲亚,轻工制造,9.2342631
sz.002608,江苏国信,公用事业,37.78079704
sz.002614,奥佳华,家用电器,5.61602
sz.002624,完美世界,传媒,13.14799692
