code,code_name,industry,industryClassification
sh.600075,新疆天业,化工,申万一级行业
sh.600076,康欣新材,轻工制造,申万一级行业
sh.600077,宋都股份,房地产,申万一级行业
sh.600078,澄星股份,化工,申万一级行业
sh.600079,人福医药,医药生物,申万一级行业
sh.600080,金花股份,医药生物,申万一级行业
sh.600081,东风科技,汽车,申万一级行业
sh.600082,海泰发展,综合,申万一级行业
sh.600083,博信股份,综合,申万一级行业
sh.600085,同仁堂,医药生物,申万一级行业
sh.600086,东方金钰,轻工制造,申万一级行业
sh.600088,中视传媒,传媒,申万一级行业
sh.600089,特变电工,电气设备,申万一级行业
sh.600090,同济堂,医药生物,申万一级行业
sh.600093,易见股份,非银金融,申万一级行业
sh.600094,大名城,房地产,申万一级行业
sh.600095,哈高科,房地产,申万一级行业
sh.600096,云天化,化工,申万一级行业
sh.600097,开创国际,农林牧渔,申万一级行业
sh.600098,广州发展,公用事业,申万一级行业
sh.600099,林海股份,汽车,申万一级行业
sh.600100,同方股份,计算机,申万一级行业
sh.600101,明星电力,公用事业,申万一级行业
sh.600103,青山纸业,轻工制造,申万一级行业
sh.600104,上汽集团,汽车,申万一级行业
sh.600105,永鼎股份,通信,申万一级行业
sh.600106,重庆路桥,交通运输,申万一级行业
sh.600107,美尔雅,纺织服装,申万一级行业
sh.600108,亚盛集团,农林牧渔,申万一级行业
sh.600109,国金证券,非银金融,申万一级行业
sh.600110,诺德股份,电子,申万一级行业
sh.600111,北方稀土,有色金属,申万一级行业
sh.600113,浙江东日,商业贸易,申万一级行业
sh.600114,东睦股份,有色金属,申万一级行业
sh.600115,东方航空,交通运输,申万一级行业
sh.600116,三峡水利,公用事业,申万一级行业
sh.600117,西宁特钢,钢铁,申万一级行业
sh.600118,中国卫星,国防军工,申万一级行业
sh.600120,浙江东方,商业贸易,申万一级行业
sh.600121,郑州煤电,采掘,申万一级行业
sh.600122,宏图高科,商业贸易,申万一级行业
sh.600123,兰花科创,采掘,申万一级行业
sh.600125,铁龙物流,交通运输,申万一级行业
sh.600126,杭钢股份,钢铁,申万一级行业
sh.600127,金健米业,农林牧渔,申万一级行业
sh.600128,弘业股份,综合,申万一级行业
sh.600129,太极集团,医药生物,申万一级行业
sh.600130,波导股份,通信,申万一级行业
sh.600131,岷江水电,公用事业,申万一级行业
sh.600132,重庆啤酒,食品饮料,申万一级行业
sh.600133,东湖高新,建筑装饰,申万一级行业
sh.600135,乐凯胶片,轻工制造,申万一级行业
sh.600136,当代明诚,传媒,申万一级行业
sh.600137,浪莎股份,纺织服装,申万一级行业
sh.600138,中青旅,休闲服务,申万一级行业
sh.600139,西部资源,综合,申万一级行业
sh.600141,兴发集团,化工,申万一级行业
sh.600143,金发科技,化工,申万一级行业
sh.600146,商赢环球,纺织服装,申万一级行业
sh.600148,长春一东,汽车,申万一级行业
sh.600150,中国船舶,国防军工,申万一级行业
sh.600151,航天机电,电气设备,申万一级行业
sh.600152,维科技术,电子,申万一级行业
sh.600153,建发股份,交通运输,申万一级行业
sh.600155,华创阳安,非银金融,申万一级行业
sh.600156,华升股份,纺织服装,申万一级行业
sh.600157,永泰能源,采掘,申万一级行业
sh.600158,中体产业,传媒,申万一级行业
sh.600159,大龙地产,房地产,申万一级行业
sh.600160,巨化股份,化工,申万一级行业
sh.600161,天坛生物,医药生物,申万一级行业
sh.600162,香江控股,房地产,申万一级行业
sh.600163,中闽能源,公用事业,申万一级行业
sh.600165,新日恒力,机械设备,申万一级行业
sh.600166,福田汽车,汽车,申万一级行业
sh.600167,联美控股,公用事业,申万一级行业
sh.600168,武汉控股,公用事业,申万一级行业
sh.600169,太原重工,机械设备,申万一级行业
sh.600170,上海建工,建筑装饰,申万一级行业
sh.600171,上海贝岭,电子,申万一级行业
sh.600172,黄河旋风,机械设备,申万一级行业
sh.600173,卧龙地产,房地产,申万一级行业
sh.600175,美都能源,综合,申万一级行业
sh.600176,中国巨石,化工,申万一级行业
sh.600177,雅戈尔,房地产,申万一级行业
sh.600178,东安动力,汽车,申万一级行业
sh.600179,安通控股,交通运输,申万一级行业
sh.600180,瑞茂通,交通运输,申万一级行业
sh.600182,S佳通,化工,申万一级行业
sh.600183,生益科技,电子,申万一级行业
sh.600184,光电股份,国防军工,申万一级行业
sh.600185,格力地产,房地产,申万一级行业
sh.600187,国中水务,公用事业,申万一级行业
sh.600188,兖州煤业,采掘,申万一级行业
sh.600189,吉林森工,农林牧渔,申万一级行业
sh.600190,锦州港,交通运输,申万一级行业
sh.600191,华资实业,农林牧渔,申万一级行业
sh.600192,长城电工,电气设备,申万一级行业
sh.600195,中牧股份,农林牧渔,申万一级行业
sh.600196,复星医药,医药生物,申万一级行业
sh.600197,伊力特,食品饮料,申万一级行业
sh.600198,大唐电信,通信,申万一级行业
sh.600199,金种子酒,食品饮料,申万一级行业
sh.600200,江苏吴中,综合,申万一级行业
sh.600201,生物股份,农林牧渔,申万一级行业
sh.600202,哈空调,电气设备,申万一级行业
sh.600203,福日电子,电子,申万一级行业
sh.600206,有研新材,有色金属,申万一级行业
sh.600207,安彩高科,电气设备,申万一级行业
sh.600208,新湖中宝,房地产,申万一级行业
sh.600210,紫江企业,轻工制造,申万一级行业
sh.600211,西藏药业,医药生物,申万一级行业
sh.600212,江泉实业,综合,申万一级行业
sh.600213,亚星客车,汽车,申万一级行业
sh.600215,长春经开,房地产,申万一级行业
sh.600216,浙江医药,医药生物,申万一级行业
sh.600217,中再资环,公用事业,申万一级行业
sh.600218,全柴动力,机械设备,申万一级行业
sh.600219,南山铝业,有色金属,申万一级行业
sh.600220,江苏阳光,纺织服装,申万一级行业
sh.600221,海航控股,交通运输,申万一级行业
sh.600222,太龙药业,医药生物,申万一级行业
sh.600223,鲁商置业,房地产,申万一级行业
sh.600225,天津松江,房地产,申万一级行业
sh.600226,瀚叶股份,农林牧渔,申万一级行业
sh.600227,圣济堂,医药生物,申万一级行业
sh.600229,城市传媒,传媒,申万一级行业
sh.600230,沧州大化,化工,申万一级行业
sh.600231,凌钢股份,钢铁,申万一级行业
sh.600232,金鹰股份,纺织服装,申万一级行业
sh.600233,圆通速递,交通运输,申万一级行业
sh.600235,民丰特纸,轻工制造,申万一级行业
sh.600236,桂冠电力,公用事业,申万一级行业
sh.600237,铜峰电子,电子,申万一级行业
sh.600239,云南城投,房地产,申万一级行业
sh.600241,时代万恒,商业贸易,申万一级行业
sh.600242,中昌数据,传媒,申万一级行业
sh.600243,青海华鼎,机械设备,申万一级行业
sh.600246,万通地产,房地产,申万一级行业
sh.600248,延长化建,建筑装饰,申万一级行业
sh.600249,两面针,化工,申万一级行业
sh.600250,南纺股份,商业贸易,申万一级行业
sh.600251,冠农股份,农林牧渔,申万一级行业
sh.600252,中恒集团,医药生物,申万一级行业
sh.600255,梦舟股份,有色金属,申万一级行业
sh.600256,广汇能源,化工,申万一级行业
sh.600257,大湖股份,农林牧渔,申万一级行业
sh.600258,首旅酒店,休闲服务,申万一级行业
sh.600259,广晟有色,有色金属,申万一级行业
sh.600260,凯乐科技,通信,申万一级行业
sh.600261,阳光照明,电子,申万一级行业
sh.600262,北方股份,机械设备,申万一级行业
sh.600266,北京城建,房地产,申万一级行业
sh.600267,海正药业,医药生物,申万一级行业
sh.600268,国电南自,电气设备,申万一级行业
sh.600269,赣粤高速,交通运输,申万一级行业
sh.600271,航天信息,计算机,申万一级行业
sh.600272,开开实业,医药生物,申万一级行业
sh.600273,嘉化能源,化工,申万一级行业
sh.600276,恒瑞医药,医药生物,申万一级行业
sh.600277,亿利洁能,化工,申万一级行业
sh.600278,东方创业,商业贸易,申万一级行业
sh.600279,重庆港九,交通运输,申万一级行业
sh.600280,中央商场,商业贸易,申万一级行业
sh.600281,太化股份,综合,申万一级行业
sh.600282,南钢股份,钢铁,申万一级行业
sh.600283,钱江水利,公用事业,申万一级行业
sh.600284,浦东建设,建筑装饰,申万一级行业
sh.600285,羚锐制药,医药生物,申万一级行业
sh.600287,江苏舜天,商业贸易,申万一级行业
sh.600288,大恒科技,电子,申万一级行业
sh.600290,华仪电气,电气设备,申万一级行业
sh.600291,西水股份,非银金融,申万一级行业
sh.600292,远达环保,公用事业,申万一级行业
sh.600293,三峡新材,通信,申万一级行业
sh.600295,鄂尔多斯,采掘,申万一级行业
sh.600297,广汇汽车,汽车,申万一级行业
sh.600298,安琪酵母,农林牧渔,申万一级行业
sh.600299,安迪苏,化工,申万一级行业
sh.600300,维维股份,食品饮料,申万一级行业
sh.600302,标准股份,机械设备,申万一级行业
sh.600303,曙光股份,汽车,申万一级行业
sh.600305,恒顺醋业,食品饮料,申万一级行业
sh.600306,商业城,商业贸易,申万一级行业
sh.600307,酒钢宏兴,钢铁,申万一级行业
sh.600308,华泰股份,轻工制造,申万一级行业
sh.600309,万华化学,化工,申万一级行业
sh.600310,桂东电力,公用事业,申万一级行业
sh.600311,荣华实业,有色金属,申万一级行业
sh.600312,平高电气,电气设备,申万一级行业
sh.600313,农发种业,农林牧渔,申万一级行业
sh.600315,上海家化,化工,申万一级行业
sh.600316,洪都航空,国防军工,申万一级行业
sh.600317,营口港,交通运输,申万一级行业
sh.600318,新力金融,非银金融,申万一级行业
sh.600319,亚星化学,化工,申万一级行业
sh.600320,振华重工,机械设备,申万一级行业
sh.600322,天房发展,房地产,申万一级行业
sh.600323,瀚蓝环境,公用事业,申万一级行业
sh.600325,华发股份,房地产,申万一级行业
sh.600326,西藏天路,建筑装饰,申万一级行业
sh.600327,大东方,汽车,申万一级行业
sh.600328,兰太实业,化工,申万一级行业
sh.600329,中新药业,医药生物,申万一级行业
sh.600330,天通股份,有色金属,申万一级行业
sh.600331,宏达股份,有色金属,申万一级行业
sh.600332,白云山,医药生物,申万一级行业
sh.600333,长春燃气,公用事业,申万一级行业
sh.600335,国机汽车,汽车,申万一级行业
sh.600336,澳柯玛,家用电器,申万一级行业
sh.600337,美克家居,轻工制造,申万一级行业
sh.600338,西藏珠峰,有色金属,申万一级行业
sh.600339,中油工程,采掘,申万一级行业
sh.600340,华夏幸福,房地产,申万一级行业
sh.600343,航天动力,国防军工,申万一级行业
sh.600345,长江通信,通信,申万一级行业
sh.600346,恒力股份,化工,申万一级行业
sh.600348,阳泉煤业,采掘,申万一级行业
sh.600350,山东高速,交通运输,申万一级行业
sh.600351,亚宝药业,医药生物,申万一级行业
sh.600352,浙江龙盛,化工,申万一级行业
sh.600353,旭光股份,电子,申万一级行业
sh.600354,敦煌种业,农林牧渔,申万一级行业
sh.600355,精伦电子,通信,申万一级行业
sh.600356,恒丰纸业,轻工制造,申万一级行业
sh.600358,国旅联合,休闲服务,申万一级行业
sh.600359,新农开发,农林牧渔,申万一级行业
sh.600360,华微电子,电子,申万一级行业
sh.600361,华联综超,商业贸易,申万一级行业
sh.600362,江西铜业,有色金属,申万一级行业
sh.600363,联创光电,电子,申万一级行业
sh.600365,通葡股份,食品饮料,申万一级行业
sh.600366,宁波韵升,有色金属,申万一级行业
sh.600367,红星发展,化工,申万一级行业
sh.600368,五洲交通,交通运输,申万一级行业
sh.600369,西南证券,非银金融,申万一级行业
sh.600370,三房巷,纺织服装,申万一级行业
sh.600371,万向德农,农林牧渔,申万一级行业
sh.600372,中航电子,国防军工,申万一级行业
sh.600373,中文传媒,传媒,申万一级行业
sh.600375,华菱星马,机械设备,申万一级行业
sh.600376,首开股份,房地产,申万一级行业
sh.600377,宁沪高速,交通运输,申万一级行业
sh.600378,天科股份,化工,申万一级行业
sh.600379,宝光股份,电气设备,申万一级行业
sh.600380,健康元,医药生物,申万一级行业
sh.600381,青海春天,传媒,申万一级行业
sh.600382,广东明珠,综合,申万一级行业
sh.600383,金地集团,房地产,申万一级行业
sh.600386,北巴传媒,传媒,申万一级行业
sh.600387,海越能源,化工,申万一级行业
sh.600388,龙净环保,机械设备,申万一级行业
sh.600389,江山股份,化工,申万一级行业
sh.600390,五矿资本,非银金融,申万一级行业
sh.600391,航发科技,国防军工,申万一级行业
sh.600392,盛和资源,有色金属,申万一级行业
sh.600393,粤泰股份,房地产,申万一级行业
sh.600395,盘江股份,采掘,申万一级行业
sh.600397,安源煤业,采掘,申万一级行业
sh.600398,海澜之家,纺织服装,申万一级行业
sh.600400,红豆股份,纺织服装,申万一级行业
sh.600401,退市海润,电气设备,申万一级行业
sh.600403,大有能源,采掘,申万一级行业
sh.600405,动力源,电气设备,申万一级行业
sh.600406,国电南瑞,电气设备,申万一级行业
sh.600409,三友化工,化工,申万一级行业
sh.600410,华胜天成,计算机,申万一级行业
sh.600415,小商品城,商业贸易,申万一级行业
sh.600416,湘电股份,电气设备,申万一级行业
sh.600418,江淮汽车,汽车,申万一级行业
sh.600419,天润乳业,食品饮料,申万一级行业
sh.600420,现代制药,医药生物,申万一级行业
sh.600422,昆药集团,医药生物,申万一级行业
sh.600425,青松建化,建筑材料,申万一级行业
sh.600426,华鲁恒升,化工,申万一级行业
sh.600428,中远海特,交通运输,申万一级行业
sh.600429,三元股份,食品饮料,申万一级行业
sh.600433,冠豪高新,轻工制造,申万一级行业
sh.600435,北方导航,国防军工,申万一级行业
sh.600436,片仔癀,医药生物,申万一级行业
sh.600438,通威股份,电气设备,申万一级行业
sh.600439,瑞贝卡,轻工制造,申万一级行业
sh.600444,国机通用,机械设备,申万一级行业
sh.600446,金证股份,计算机,申万一级行业
sh.600448,华纺股份,纺织服装,申万一级行业
sh.600449,宁夏建材,建筑材料,申万一级行业
sh.600452,涪陵电力,公用事业,申万一级行业
sh.600455,博通股份,传媒,申万一级行业
sh.600456,宝钛股份,有色金属,申万一级行业
sh.600458,时代新材,化工,申万一级行业
sh.600459,贵研铂业,有色金属,申万一级行业
sh.600460,士兰微,电子,申万一级行业
sh.600461,洪城水业,公用事业,申万一级行业
sh.600463,空港股份,房地产,申万一级行业
sh.600466,蓝光发展,房地产,申万一级行业
sh.600467,好当家,农林牧渔,申万一级行业
sh.600468,百利电气,电气设备,申万一级行业
sh.600469,风神股份,化工,申万一级行业
sh.600470,六国化工,化工,申万一级行业
sh.600475,华光股份,电气设备,申万一级行业
sh.600476,湘邮科技,计算机,申万一级行业
sh.600477,杭萧钢构,建筑装饰,申万一级行业
sh.600478,科力远,电子,申万一级行业
sh.600479,千金药业,医药生物,申万一级行业
sh.600480,凌云股份,汽车,申万一级行业
sh.600481,双良节能,机械设备,申万一级行业
sh.600482,中国动力,电气设备,申万一级行业
sh.600483,福能股份,公用事业,申万一级行业
sh.600486,扬农化工,化工,申万一级行业
sh.600487,亨通光电,通信,申万一级行业
sh.600488,天药股份,医药生物,申万一级行业
sh.600489,中金黄金,有色金属,申万一级行业
sh.600490,鹏欣资源,有色金属,申万一级行业
sh.600491,龙元建设,建筑装饰,申万一级行业
sh.600493,凤竹纺织,纺织服装,申万一级行业
sh.600495,晋西车轴,机械设备,申万一级行业
sh.600496,精工钢构,建筑装饰,申万一级行业
sh.600497,驰宏锌锗,有色金属,申万一级行业
sh.600498,烽火通信,通信,申万一级行业
sh.600499,科达洁能,机械设备,申万一级行业
sh.600500,中化国际,化工,申万一级行业
sh.600501,航天晨光,机械设备,申万一级行业
sh.600502,安徽水利,建筑装饰,申万一级行业
sh.600503,华丽家族,房地产,申万一级行业
sh.600505,西昌电力,公用事业,申万一级行业
sh.600506,香梨股份,农林牧渔,申万一级行业
sh.600507,方大特钢,钢铁,申万一级行业
sh.600508,上海能源,采掘,申万一级行业
sh.600509,天富能源,公用事业,申万一级行业
sh.600510,黑牡丹,纺织服装,申万一级行业
sh.600511,国药股份,医药生物,申万一级行业
sh.600512,腾达建设,建筑装饰,申万一级行业
sh.600513,联环药业,医药生物,申万一级行业
sh.600515,海航基础,房地产,申万一级行业
sh.600516,方大炭素,有色金属,申万一级行业
sh.600517,置信电气,电气设备,申万一级行业
sh.600519,贵州茅台,食品饮料,申万一级行业
sh.600520,文一科技,机械设备,申万一级行业
sh.600521,华海药业,医药生物,申万一级行业
sh.600522,中天科技,通信,申万一级行业
sh.600523,贵航股份,汽车,申万一级行业
sh.600525,长园集团,电气设备,申万一级行业
sh.600527,江南高纤,化工,申万一级行业
sh.600528,中铁工业,建筑装饰,申万一级行业
sh.600529,山东药玻,医药生物,申万一级行业
sh.600530,交大昂立,医药生物,申万一级行业
sh.600531,豫光金铅,有色金属,申万一级行业
sh.600532,宏达矿业,采掘,申万一级行业
sh.600533,栖霞建设,房地产,申万一级行业
sh.600535,天士力,医药生物,申万一级行业
sh.600536,中国软件,计算机,申万一级行业
sh.600537,亿晶光电,电气设备,申万一级行业
sh.600538,国发股份,医药生物,申万一级行业
sh.600540,新赛股份,农林牧渔,申万一级行业
sh.600543,莫高股份,食品饮料,申万一级行业
sh.600545,卓郎智能,机械设备,申万一级行业
sh.600546,山煤国际,采掘,申万一级行业
sh.600547,山东黄金,有色金属,申万一级行业
sh.600548,深高速,交通运输,申万一级行业
sh.600549,厦门钨业,有色金属,申万一级行业
sh.600550,保变电气,电气设备,申万一级行业
sh.600551,时代出版,传媒,申万一级行业
sh.600552,凯盛科技,电子,申万一级行业
sh.600555,海航创新,休闲服务,申万一级行业
sh.600557,康缘药业,医药生物,申万一级行业
sh.600558,大西洋,机械设备,申万一级行业
sh.600559,老白干酒,食品饮料,申万一级行业
sh.600560,金自天正,机械设备,申万一级行业
sh.600561,江西长运,交通运输,申万一级行业
sh.600562,国睿科技,国防军工,申万一级行业
sh.600563,法拉电子,电子,申万一级行业
sh.600565,迪马股份,房地产,申万一级行业
sh.600566,济川药业,医药生物,申万一级行业
sh.600567,山鹰纸业,轻工制造,申万一级行业
sh.600568,中珠医疗,房地产,申万一级行业
sh.600569,安阳钢铁,钢铁,申万一级行业
sh.600570,恒生电子,计算机,申万一级行业
sh.600571,信雅达,计算机,申万一级行业
sh.600572,康恩贝,医药生物,申万一级行业
sh.600573,惠泉啤酒,食品饮料,申万一级行业
sh.600575,皖江物流,交通运输,申万一级行业
sh.600576,祥源文化,传媒,申万一级行业
sh.600577,精达股份,机械设备,申万一级行业
sh.600578,京能电力,公用事业,申万一级行业
sh.600579,天华院,机械设备,申万一级行业
sh.600580,卧龙电驱,电气设备,申万一级行业
sh.600581,八一钢铁,钢铁,申万一级行业
sh.600582,天地科技,机械设备,申万一级行业
sh.600583,海油工程,采掘,申万一级行业
sh.600584,长电科技,电子,申万一级行业
sh.600585,海螺水泥,建筑材料,申万一级行业
sh.600586,金晶科技,建筑材料,申万一级行业
sh.600587,新华医疗,医药生物,申万一级行业
sh.600588,用友网络,计算机,申万一级行业
sh.600589,广东榕泰,化工,申万一级行业
sh.600590,泰豪科技,电气设备,申万一级行业
sh.600592,龙溪股份,机械设备,申万一级行业
sh.600593,大连圣亚,休闲服务,申万一级行业
sh.600594,益佰制药,医药生物,申万一级行业
sh.600596,新安股份,化工,申万一级行业
sh.600597,光明乳业,食品饮料,申万一级行业
sh.600598,北大荒,农林牧渔,申万一级行业
sh.600599,熊猫金控,非银金融,申万一级行业
sh.600600,青岛啤酒,食品饮料,申万一级行业
sh.600601,方正科技,计算机,申万一级行业
sh.600602,云赛智联,计算机,申万一级行业
sh.600603,广汇物流,综合,申万一级行业
sh.600604,市北高新,房地产,申万一级行业
sh.600605,汇通能源,商业贸易,申万一级行业
sh.600606,绿地控股,房地产,申万一级行业
sh.600609,金杯汽车,汽车,申万一级行业
sh.600611,大众交通,交通运输,申万一级行业
sh.600612,老凤祥,轻工制造,申万一级行业
sh.600613,神奇制药,医药生物,申万一级行业
sh.600616,金枫酒业,食品饮料,申万一级行业
sh.600617,国新能源,公用事业,申万一级行业
sh.600618,氯碱化工,化工,申万一级行业
sh.600619,海立股份,家用电器,申万一级行业
sh.600620,天宸股份,综合,申万一级行业
sh.600621,华鑫股份,房地产,申万一级行业
sh.600622,光大嘉宝,房地产,申万一级行业
sh.600623,华谊集团,化工,申万一级行业
sh.600624,复旦复华,综合,申万一级行业
sh.600626,申达股份,商业贸易,申万一级行业
sh.600628,新世界,商业贸易,申万一级行业
sh.600629,华建集团,建筑装饰,申万一级行业
sh.600630,龙头股份,纺织服装,申万一级行业
sh.600633,浙数文化,传媒,申万一级行业
sh.600635,大众公用,公用事业,申万一级行业
sh.600636,三爱富,化工,申万一级行业
sh.600637,东方明珠,传媒,申万一级行业
sh.600638,新黄浦,房地产,申万一级行业
sh.600639,浦东金桥,房地产,申万一级行业
sh.600640,号百控股,传媒,申万一级行业
sh.600641,万业企业,房地产,申万一级行业
sh.600642,申能股份,公用事业,申万一级行业
sh.600643,爱建集团,非银金融,申万一级行业
sh.600644,乐山电力,公用事业,申万一级行业
sh.600645,中源协和,医药生物,申万一级行业
sh.600647,同达创业,房地产,申万一级行业
sh.600648,外高桥,房地产,申万一级行业
sh.600649,城投控股,房地产,申万一级行业
sh.600650,锦江投资,交通运输,申万一级行业
sh.600651,飞乐音响,电子,申万一级行业
sh.600653,申华控股,汽车,申万一级行业
sh.600655,豫园股份,商业贸易,申万一级行业
sh.600657,信达地产,房地产,申万一级行业
sh.600658,电子城,房地产,申万一级行业
sh.600660,福耀玻璃,汽车,申万一级行业
sh.600661,昂立教育,传媒,申万一级行业
sh.600662,强生控股,交通运输,申万一级行业
sh.600663,陆家嘴,房地产,申万一级行业
sh.600664,哈药股份,医药生物,申万一级行业
sh.600665,天地源,房地产,申万一级行业
sh.600667,太极实业,电子,申万一级行业
sh.600668,尖峰集团,建筑材料,申万一级行业
sh.600671,天目药业,医药生物,申万一级行业
sh.600673,东阳光,有色金属,申万一级行业
sh.600674,川投能源,公用事业,申万一级行业
sh.600675,中华企业,房地产,申万一级行业
sh.600676,交运股份,汽车,申万一级行业
sh.600677,航天通信,国防军工,申万一级行业
sh.600678,四川金顶,建筑材料,申万一级行业
sh.600679,上海凤凰,汽车,申万一级行业
sh.600681,百川能源,公用事业,申万一级行业
sh.600682,南京新百,商业贸易,申万一级行业
sh.600683,京投发展,房地产,申万一级行业
sh.600684,珠江实业,房地产,申万一级行业
sh.600685,中船防务,国防军工,申万一级行业
sh.600686,金龙汽车,汽车,申万一级行业
sh.600688,上海石化,化工,申万一级行业
sh.600689,上海三毛,纺织服装,申万一级行业
sh.600690,青岛海尔,家用电器,申万一级行业
sh.600691,阳煤化工,化工,申万一级行业
sh.600692,亚通股份,房地产,申万一级行业
sh.600693,东百集团,商业贸易,申万一级行业
sh.600694,大商股份,商业贸易,申万一级行业
sh.600695,绿庭投资,非银金融,申万一级行业
sh.600697,欧亚集团,商业贸易,申万一级行业
sh.600699,均胜电子,汽车,申万一级行业
sh.600702,舍得酒业,食品饮料,申万一级行业
sh.600703,三安光电,电子,申万一级行业
sh.600704,物产中大,综合,申万一级行业
sh.600705,中航资本,非银金融,申万一级行业
sh.600706,曲江文旅,休闲服务,申万一级行业
sh.600707,彩虹股份,电子,申万一级行业
sh.600708,光明地产,房地产,申万一级行业
sh.600710,苏美达,商业贸易,申万一级行业
sh.600711,盛屯矿业,有色金属,申万一级行业
sh.600712,南宁百货,商业贸易,申万一级行业
sh.600713,南京医药,医药生物,申万一级行业
sh.600714,金瑞矿业,化工,申万一级行业
sh.600715,文投控股,传媒,申万一级行业
sh.600716,凤凰股份,房地产,申万一级行业
sh.600717,天津港,交通运输,申万一级行业
sh.600718,东软集团,计算机,申万一级行业
sh.600719,大连热电,公用事业,申万一级行业
sh.600720,祁连山,建筑材料,申万一级行业
sh.600722,金牛化工,化工,申万一级行业
sh.600723,首商股份,商业贸易,申万一级行业
sh.600724,宁波富达,房地产,申万一级行业
sh.600727,鲁北化工,化工,申万一级行业
sh.600728,佳都科技,计算机,申万一级行业
sh.600729,重庆百货,商业贸易,申万一级行业
sh.600730,中国高科,综合,申万一级行业
sh.600731,湖南海利,化工,申万一级行业
sh.600733,北汽蓝谷,汽车,申万一级行业
sh.600734,实达集团,通信,申万一级行业
sh.600735,新华锦,商业贸易,申万一级行业
sh.600736,苏州高新,房地产,申万一级行业
sh.600737,中粮糖业,农林牧渔,申万一级行业
sh.600738,兰州民百,商业贸易,申万一级行业
sh.600739,辽宁成大,商业贸易,申万一级行业
sh.600740,山西焦化,采掘,申万一级行业
sh.600741,华域汽车,汽车,申万一级行业
sh.600742,一汽富维,汽车,申万一级行业
sh.600743,华远地产,房地产,申万一级行业
sh.600744,华银电力,公用事业,申万一级行业
sh.600745,闻泰科技,电子,申万一级行业
sh.600746,江苏索普,化工,申万一级行业
sh.600748,上实发展,房地产,申万一级行业
sh.600749,西藏旅游,休闲服务,申万一级行业
sh.600750,江中药业,医药生物,申万一级行业
sh.600751,海航科技,电子,申万一级行业
sh.600753,东方银星,商业贸易,申万一级行业
sh.600754,锦江股份,休闲服务,申万一级行业
sh.600755,厦门国贸,商业贸易,申万一级行业
sh.600756,浪潮软件,计算机,申万一级行业
sh.600757,长江传媒,传媒,申万一级行业
sh.600758,红阳能源,采掘,申万一级行业
sh.600759,洲际油气,采掘,申万一级行业
sh.600760,中航沈飞,国防军工,申万一级行业
sh.600761,安徽合力,机械设备,申万一级行业
sh.600763,通策医疗,医药生物,申万一级行业
sh.600764,中国海防,国防军工,申万一级行业
sh.600765,中航重机,机械设备,申万一级行业
sh.600766,园城黄金,有色金属,申万一级行业
sh.600768,宁波富邦,有色金属,申万一级行业
