code,code_name,industry,industryClassification
sh.603033,三维股份,化工,申万一级行业
sh.603035,常熟汽饰,汽车,申万一级行业
sh.603036,如通股份,机械设备,申万一级行业
sh.603037,凯众股份,汽车,申万一级行业
sh.603038,华立股份,建筑材料,申万一级行业
sh.603039,泛微网络,计算机,申万一级行业
sh.603040,新坐标,汽车,申万一级行业
sh.603041,美思德,化工,申万一级行业
sh.603042,华脉科技,通信,申万一级行业
sh.603043,广州酒家,食品饮料,申万一级行业
sh.603045,福达合金,有色金属,申万一级行业
sh.603050,科林电气,电气设备,申万一级行业
sh.603055,台华新材,纺织服装,申万一级行业
sh.603056,德邦股份,交通运输,申万一级行业
sh.603058,永吉股份,轻工制造,申万一级行业
sh.603059,倍加洁,轻工制造,申万一级行业
sh.603060,国检集团,综合,申万一级行业
sh.603063,禾望电气,电气设备,申万一级行业
sh.603066,音飞储存,交通运输,申万一级行业
sh.603067,振华股份,化工,申万一级行业
sh.603068,博通集成,电子,申万一级行业
sh.603069,海汽集团,交通运输,申万一级行业
sh.603076,乐惠国际,机械设备,申万一级行业
sh.603077,和邦生物,化工,申万一级行业
sh.603078,江化微,化工,申万一级行业
sh.603079,圣达生物,医药生物,申万一级行业
sh.603080,新疆火炬,公用事业,申万一级行业
sh.603081,大丰实业,建筑装饰,申万一级行业
sh.603083,剑桥科技,通信,申万一级行业
sh.603085,天成自控,汽车,申万一级行业
sh.603086,先达股份,化工,申万一级行业
sh.603088,宁波精达,机械设备,申万一级行业
sh.603089,正裕工业,汽车,申万一级行业
sh.603090,宏盛股份,机械设备,申万一级行业
sh.603096,新经典,传媒,申万一级行业
sh.603098,森特股份,建筑装饰,申万一级行业
sh.603099,长白山,休闲服务,申万一级行业
sh.603100,川仪股份,电气设备,申万一级行业
sh.603101,汇嘉时代,商业贸易,申万一级行业
sh.603103,横店影视,传媒,申万一级行业
sh.603105,芯能科技,电气设备,申万一级行业
sh.603106,恒银金融,计算机,申万一级行业
sh.603108,润达医疗,医药生物,申万一级行业
sh.603110,东方材料,化工,申万一级行业
sh.603111,康尼机电,机械设备,申万一级行业
sh.603113,金能科技,采掘,申万一级行业
sh.603116,红蜻蜓,纺织服装,申万一级行业
sh.603117,万林物流,交通运输,申万一级行业
sh.603118,共进股份,通信,申万一级行业
sh.603121,华培动力,汽车,申万一级行业
sh.603123,翠微股份,商业贸易,申万一级行业
sh.603126,中材节能,公用事业,申万一级行业
sh.603127,昭衍新药,医药生物,申万一级行业
sh.603128,华贸物流,交通运输,申万一级行业
sh.603129,春风动力,汽车,申万一级行业
sh.603131,上海沪工,机械设备,申万一级行业
sh.603133,碳元科技,化工,申万一级行业
sh.603136,天目湖,休闲服务,申万一级行业
sh.603138,海量数据,计算机,申万一级行业
sh.603139,康惠制药,医药生物,申万一级行业
sh.603156,养元饮品,食品饮料,申万一级行业
sh.603157,拉夏贝尔,纺织服装,申万一级行业
sh.603158,腾龙股份,汽车,申万一级行业
sh.603159,上海亚虹,机械设备,申万一级行业
sh.603160,汇顶科技,电子,申万一级行业
sh.603161,科华控股,汽车,申万一级行业
sh.603165,荣晟环保,轻工制造,申万一级行业
sh.603166,福达股份,汽车,申万一级行业
sh.603167,渤海轮渡,交通运输,申万一级行业
sh.603168,莎普爱思,医药生物,申万一级行业
sh.603169,兰石重装,机械设备,申万一级行业
sh.603177,德创环保,公用事业,申万一级行业
sh.603178,圣龙股份,汽车,申万一级行业
sh.603179,新泉股份,汽车,申万一级行业
sh.603180,金牌厨柜,轻工制造,申万一级行业
sh.603181,皇马科技,化工,申万一级行业
sh.603183,建研院,综合,申万一级行业
sh.603185,上机数控,机械设备,申万一级行业
sh.603186,华正新材,电子,申万一级行业
sh.603187,海容冷链,机械设备,申万一级行业
sh.603188,亚邦股份,化工,申万一级行业
sh.603189,网达软件,计算机,申万一级行业
sh.603192,汇得科技,化工,申万一级行业
sh.603196,日播时尚,纺织服装,申万一级行业
sh.603197,保隆科技,汽车,申万一级行业
sh.603198,迎驾贡酒,食品饮料,申万一级行业
sh.603199,九华旅游,休闲服务,申万一级行业
sh.603200,上海洗霸,公用事业,申万一级行业
sh.603203,快克股份,机械设备,申万一级行业
sh.603208,江山欧派,轻工制造,申万一级行业
sh.603214,爱婴室,商业贸易,申万一级行业
sh.603218,日月股份,电气设备,申万一级行业
sh.603220,贝通信,通信,申万一级行业
sh.603222,济民制药,医药生物,申万一级行业
sh.603223,恒通股份,交通运输,申万一级行业
sh.603225,新凤鸣,化工,申万一级行业
sh.603226,菲林格尔,轻工制造,申万一级行业
sh.603227,雪峰科技,化工,申万一级行业
sh.603228,景旺电子,电子,申万一级行业
sh.603229,奥翔药业,医药生物,申万一级行业
sh.603232,格尔软件,计算机,申万一级行业
sh.603233,大参林,医药生物,申万一级行业
sh.603238,诺邦股份,纺织服装,申万一级行业
sh.603239,浙江仙通,汽车,申万一级行业
sh.603258,电魂网络,传媒,申万一级行业
sh.603259,药明康德,医药生物,申万一级行业
sh.603260,合盛硅业,有色金属,申万一级行业
sh.603266,天龙股份,化工,申万一级行业
sh.603267,鸿远电子,电子,申万一级行业
sh.603268,松发股份,轻工制造,申万一级行业
sh.603269,海鸥股份,机械设备,申万一级行业
sh.603277,银都股份,机械设备,申万一级行业
sh.603278,大业股份,机械设备,申万一级行业
sh.603283,赛腾股份,机械设备,申万一级行业
sh.603286,日盈电子,汽车,申万一级行业
sh.603288,海天味业,食品饮料,申万一级行业
sh.603289,泰瑞机器,机械设备,申万一级行业
sh.603297,永新光学,电子,申万一级行业
sh.603298,杭叉集团,机械设备,申万一级行业
sh.603299,苏盐井神,化工,申万一级行业
sh.603300,华铁科技,非银金融,申万一级行业
sh.603301,振德医疗,医药生物,申万一级行业
sh.603303,得邦照明,电子,申万一级行业
sh.603305,旭升股份,汽车,申万一级行业
sh.603306,华懋科技,汽车,申万一级行业
sh.603308,应流股份,机械设备,申万一级行业
sh.603309,维力医疗,医药生物,申万一级行业
sh.603311,金海环境,机械设备,申万一级行业
sh.603313,梦百合,轻工制造,申万一级行业
sh.603315,福鞍股份,机械设备,申万一级行业
sh.603316,诚邦股份,建筑装饰,申万一级行业
sh.603317,天味食品,食品饮料,申万一级行业
sh.603318,派思股份,机械设备,申万一级行业
sh.603319,湘油泵,汽车,申万一级行业
sh.603320,迪贝电气,电气设备,申万一级行业
sh.603321,梅轮电梯,机械设备,申万一级行业
sh.603322,超讯通信,通信,申万一级行业
sh.603323,苏农银行,银行,申万一级行业
sh.603326,我乐家居,轻工制造,申万一级行业
sh.603327,福蓉科技,电子,申万一级行业
sh.603328,依顿电子,电子,申万一级行业
sh.603329,上海雅仕,交通运输,申万一级行业
sh.603330,上海天洋,化工,申万一级行业
sh.603331,百达精工,机械设备,申万一级行业
sh.603332,苏州龙杰,化工,申万一级行业
sh.603333,尚纬股份,电气设备,申万一级行业
sh.603335,迪生力,汽车,申万一级行业
sh.603336,宏辉果蔬,农林牧渔,申万一级行业
sh.603337,杰克股份,机械设备,申万一级行业
sh.603338,浙江鼎力,机械设备,申万一级行业
sh.603339,四方科技,机械设备,申万一级行业
sh.603345,安井食品,食品饮料,申万一级行业
sh.603348,文灿股份,汽车,申万一级行业
sh.603351,威尔药业,医药生物,申万一级行业
sh.603355,莱克电气,家用电器,申万一级行业
sh.603356,华菱精工,机械设备,申万一级行业
sh.603357,设计总院,建筑装饰,申万一级行业
sh.603358,华达科技,汽车,申万一级行业
sh.603359,东珠生态,建筑装饰,申万一级行业
sh.603360,百傲化学,化工,申万一级行业
sh.603363,傲农生物,农林牧渔,申万一级行业
sh.603365,水星家纺,纺织服装,申万一级行业
sh.603366,日出东方,家用电器,申万一级行业
sh.603367,辰欣药业,医药生物,申万一级行业
sh.603368,柳药股份,医药生物,申万一级行业
sh.603369,今世缘,食品饮料,申万一级行业
sh.603377,东方时尚,汽车,申万一级行业
sh.603378,亚士创能,化工,申万一级行业
sh.603379,三美股份,化工,申万一级行业
sh.603380,易德龙,电子,申万一级行业
sh.603383,顶点软件,计算机,申万一级行业
sh.603385,惠达卫浴,轻工制造,申万一级行业
sh.603386,广东骏亚,电子,申万一级行业
sh.603387,基蛋生物,医药生物,申万一级行业
sh.603388,元成股份,建筑装饰,申万一级行业
sh.603389,亚振家居,轻工制造,申万一级行业
sh.603393,新天然气,公用事业,申万一级行业
sh.603396,金辰股份,电气设备,申万一级行业
sh.603398,邦宝益智,轻工制造,申万一级行业
sh.603399,吉翔股份,有色金属,申万一级行业
sh.603416,信捷电气,电气设备,申万一级行业
sh.603421,鼎信通讯,通信,申万一级行业
sh.603429,集友股份,轻工制造,申万一级行业
sh.603444,吉比特,传媒,申万一级行业
sh.603456,九洲药业,医药生物,申万一级行业
sh.603458,勘设股份,建筑装饰,申万一级行业
sh.603466,风语筑,建筑装饰,申万一级行业
sh.603477,振静股份,纺织服装,申万一级行业
sh.603486,科沃斯,机械设备,申万一级行业
sh.603488,展鹏科技,电气设备,申万一级行业
sh.603496,恒为科技,计算机,申万一级行业
sh.603499,翔港科技,轻工制造,申万一级行业
sh.603500,祥和实业,机械设备,申万一级行业
sh.603501,韦尔股份,电子,申万一级行业
sh.603505,金石资源,采掘,申万一级行业
sh.603506,南都物业,房地产,申万一级行业
sh.603507,振江股份,电气设备,申万一级行业
sh.603508,思维列控,计算机,申万一级行业
sh.603515,欧普照明,电子,申万一级行业
sh.603516,淳中科技,计算机,申万一级行业
sh.603517,绝味食品,食品饮料,申万一级行业
sh.603518,维格娜丝,纺织服装,申万一级行业
sh.603519,立霸股份,家用电器,申万一级行业
sh.603520,司太立,医药生物,申万一级行业
sh.603527,众源新材,有色金属,申万一级行业
sh.603528,多伦科技,汽车,申万一级行业
sh.603533,掌阅科技,传媒,申万一级行业
sh.603535,嘉诚国际,交通运输,申万一级行业
sh.603536,惠发股份,食品饮料,申万一级行业
sh.603538,美诺华,医药生物,申万一级行业
sh.603555,贵人鸟,纺织服装,申万一级行业
sh.603556,海兴电力,机械设备,申万一级行业
sh.603557,起步股份,纺织服装,申万一级行业
sh.603558,健盛集团,纺织服装,申万一级行业
sh.603559,中通国脉,通信,申万一级行业
sh.603566,普莱柯,农林牧渔,申万一级行业
sh.603567,珍宝岛,医药生物,申万一级行业
sh.603568,伟明环保,公用事业,申万一级行业
sh.603569,长久物流,交通运输,申万一级行业
sh.603577,汇金通,电气设备,申万一级行业
sh.603578,三星新材,家用电器,申万一级行业
sh.603579,荣泰健康,家用电器,申万一级行业
sh.603580,艾艾精工,化工,申万一级行业
sh.603583,捷昌驱动,电气设备,申万一级行业
sh.603585,苏利股份,化工,申万一级行业
sh.603586,金麒麟,汽车,申万一级行业
sh.603587,地素时尚,纺织服装,申万一级行业
sh.603588,高能环境,公用事业,申万一级行业
sh.603589,口子窖,食品饮料,申万一级行业
sh.603590,康辰药业,医药生物,申万一级行业
sh.603595,东尼电子,电子,申万一级行业
sh.603596,伯特利,汽车,申万一级行业
sh.603598,引力传媒,传媒,申万一级行业
sh.603599,广信股份,化工,申万一级行业
sh.603600,永艺股份,轻工制造,申万一级行业
sh.603601,再升科技,化工,申万一级行业
sh.603602,纵横通信,通信,申万一级行业
sh.603603,博天环境,公用事业,申万一级行业
sh.603605,珀莱雅,化工,申万一级行业
sh.603606,东方电缆,电气设备,申万一级行业
sh.603607,京华激光,轻工制造,申万一级行业
sh.603608,天创时尚,纺织服装,申万一级行业
sh.603609,禾丰牧业,农林牧渔,申万一级行业
sh.603611,诺力股份,机械设备,申万一级行业
sh.603612,索通发展,有色金属,申万一级行业
sh.603615,茶花股份,化工,申万一级行业
sh.603616,韩建河山,建筑材料,申万一级行业
sh.603617,君禾股份,机械设备,申万一级行业
sh.603618,杭电股份,电气设备,申万一级行业
sh.603619,中曼石油,采掘,申万一级行业
sh.603626,科森科技,机械设备,申万一级行业
sh.603628,清源股份,电气设备,申万一级行业
sh.603629,利通电子,电子,申万一级行业
sh.603630,拉芳家化,化工,申万一级行业
sh.603633,徕木股份,电子,申万一级行业
sh.603636,南威软件,计算机,申万一级行业
sh.603637,镇海股份,建筑装饰,申万一级行业
sh.603638,艾迪精密,机械设备,申万一级行业
sh.603639,海利尔,化工,申万一级行业
sh.603648,畅联股份,交通运输,申万一级行业
sh.603650,彤程新材,化工,申万一级行业
sh.603655,朗博科技,汽车,申万一级行业
sh.603656,泰禾光电,机械设备,申万一级行业
sh.603657,春光科技,家用电器,申万一级行业
sh.603658,安图生物,医药生物,申万一级行业
sh.603659,璞泰来,电子,申万一级行业
sh.603660,苏州科达,计算机,申万一级行业
sh.603661,恒林股份,轻工制造,申万一级行业
sh.603663,三祥新材,有色金属,申万一级行业
sh.603665,康隆达,纺织服装,申万一级行业
sh.603666,亿嘉和,机械设备,申万一级行业
sh.603667,五洲新春,机械设备,申万一级行业
sh.603668,天马科技,农林牧渔,申万一级行业
sh.603669,灵康药业,医药生物,申万一级行业
sh.603676,卫信康,医药生物,申万一级行业
sh.603677,奇精机械,家用电器,申万一级行业
sh.603678,火炬电子,电子,申万一级行业
sh.603679,华体科技,电子,申万一级行业
sh.603680,今创集团,机械设备,申万一级行业
sh.603681,永冠新材,化工,申万一级行业
sh.603683,晶华新材,化工,申万一级行业
sh.603685,晨丰科技,电子,申万一级行业
sh.603686,龙马环卫,机械设备,申万一级行业
sh.603688,石英股份,有色金属,申万一级行业
sh.603689,皖天然气,公用事业,申万一级行业
sh.603690,至纯科技,机械设备,申万一级行业
sh.603693,江苏新能,公用事业,申万一级行业
sh.603696,安记食品,食品饮料,申万一级行业
sh.603697,有友食品,食品饮料,申万一级行业
sh.603698,航天工程,建筑装饰,申万一级行业
sh.603699,纽威股份,机械设备,申万一级行业
sh.603700,宁波水表,机械设备,申万一级行业
sh.603701,德宏股份,汽车,申万一级行业
sh.603703,盛洋科技,通信,申万一级行业
sh.603706,东方环宇,公用事业,申万一级行业
sh.603707,健友股份,医药生物,申万一级行业
sh.603708,家家悦,商业贸易,申万一级行业
sh.603709,中源家居,轻工制造,申万一级行业
sh.603711,香飘飘,食品饮料,申万一级行业
sh.603712,七一二,通信,申万一级行业
sh.603713,密尔克卫,交通运输,申万一级行业
sh.603716,塞力斯,医药生物,申万一级行业
sh.603717,天域生态,建筑装饰,申万一级行业
sh.603718,海利生物,农林牧渔,申万一级行业
sh.603721,中广天择,传媒,申万一级行业
sh.603722,阿科力,化工,申万一级行业
sh.603725,天安新材,建筑材料,申万一级行业
sh.603726,朗迪集团,家用电器,申万一级行业
sh.603727,博迈科,采掘,申万一级行业
sh.603728,鸣志电器,电气设备,申万一级行业
sh.603729,龙韵股份,传媒,申万一级行业
sh.603730,岱美股份,汽车,申万一级行业
sh.603733,仙鹤股份,轻工制造,申万一级行业
sh.603737,三棵树,化工,申万一级行业
sh.603738,泰晶科技,电子,申万一级行业
sh.603739,蔚蓝生物,农林牧渔,申万一级行业
sh.603757,大元泵业,机械设备,申万一级行业
sh.603758,秦安股份,汽车,申万一级行业
sh.603766,隆鑫通用,汽车,申万一级行业
sh.603767,中马传动,汽车,申万一级行业
sh.603768,常青股份,汽车,申万一级行业
sh.603773,沃格光电,电子,申万一级行业
sh.603776,永安行,汽车,申万一级行业
sh.603777,来伊份,食品饮料,申万一级行业
sh.603778,乾景园林,建筑装饰,申万一级行业
sh.603779,威龙股份,食品饮料,申万一级行业
sh.603787,新日股份,汽车,申万一级行业
sh.603788,宁波高发,汽车,申万一级行业
sh.603789,星光农机,机械设备,申万一级行业
sh.603790,雅运股份,化工,申万一级行业
sh.603797,联泰环保,公用事业,申万一级行业
sh.603798,康普顿,化工,申万一级行业
sh.603799,华友钴业,有色金属,申万一级行业
sh.603800,道森股份,机械设备,申万一级行业
sh.603801,志邦家居,轻工制造,申万一级行业
sh.603803,瑞斯康达,通信,申万一级行业
sh.603806,福斯特,电气设备,申万一级行业
sh.603808,歌力思,纺织服装,申万一级行业
sh.603809,豪能股份,汽车,申万一级行业
sh.603810,丰山集团,化工,申万一级行业
sh.603811,诚意药业,医药生物,申万一级行业
sh.603813,原尚股份,交通运输,申万一级行业
sh.603816,顾家家居,轻工制造,申万一级行业
sh.603817,海峡环保,公用事业,申万一级行业
sh.603818,曲美家居,轻工制造,申万一级行业
sh.603819,神力股份,电气设备,申万一级行业
sh.603822,嘉澳环保,化工,申万一级行业
sh.603823,百合花,化工,申万一级行业
sh.603825,华扬联众,传媒,申万一级行业
sh.603826,坤彩科技,有色金属,申万一级行业
sh.603828,柯利达,建筑装饰,申万一级行业
sh.603829,洛凯股份,电气设备,申万一级行业
sh.603833,欧派家居,轻工制造,申万一级行业
sh.603838,四通股份,轻工制造,申万一级行业
sh.603839,安正时尚,纺织服装,申万一级行业
sh.603843,正平股份,建筑装饰,申万一级行业
sh.603848,好太太,轻工制造,申万一级行业
sh.603855,华荣股份,机械设备,申万一级行业
sh.603856,东宏股份,建筑材料,申万一级行业
sh.603858,步长制药,医药生物,申万一级行业
sh.603859,能科股份,电气设备,申万一级行业
sh.603860,中公高科,建筑装饰,申万一级行业
sh.603861,白云电器,电气设备,申万一级行业
sh.603866,桃李面包,食品饮料,申万一级行业
sh.603868,飞科电器,家用电器,申万一级行业
sh.603869,新智认知,休闲服务,申万一级行业
sh.603871,嘉友国际,交通运输,申万一级行业
sh.603876,鼎胜新材,有色金属,申万一级行业
sh.603877,太平鸟,纺织服装,申万一级行业
sh.603878,武进不锈,钢铁,申万一级行业
sh.603879,永悦科技,化工,申万一级行业
sh.603880,南卫股份,医药生物,申万一级行业
sh.603881,数据港,计算机,申万一级行业
sh.603882,金域医学,医药生物,申万一级行业
sh.603883,老百姓,医药生物,申万一级行业
sh.603885,吉祥航空,交通运输,申万一级行业
sh.603886,元祖股份,食品饮料,申万一级行业
sh.603887,城地股份,建筑装饰,申万一级行业
sh.603888,新华网,传媒,申万一级行业
sh.603889,新澳股份,纺织服装,申万一级行业
sh.603890,春秋电子,电子,申万一级行业
sh.603895,天永智能,机械设备,申万一级行业
sh.603896,寿仙谷,医药生物,申万一级行业
sh.603897,长城科技,电气设备,申万一级行业
sh.603898,好莱客,轻工制造,申万一级行业
sh.603899,晨光文具,轻工制造,申万一级行业
sh.603900,莱绅通灵,商业贸易,申万一级行业
sh.603901,永创智能,机械设备,申万一级行业
sh.603903,中持股份,公用事业,申万一级行业
sh.603906,龙蟠科技,化工,申万一级行业
sh.603908,牧高笛,纺织服装,申万一级行业
sh.603909,合诚股份,建筑装饰,申万一级行业
sh.603912,佳力图,机械设备,申万一级行业
sh.603916,苏博特,化工,申万一级行业
sh.603917,合力科技,汽车,申万一级行业
sh.603918,金桥信息,计算机,申万一级行业
sh.603919,金徽酒,食品饮料,申万一级行业
sh.603920,世运电路,电子,申万一级行业
sh.603922,金鸿顺,汽车,申万一级行业
sh.603926,铁流股份,汽车,申万一级行业
sh.603928,兴业股份,化工,申万一级行业
sh.603929,亚翔集成,建筑装饰,申万一级行业
sh.603933,睿能科技,电子,申万一级行业
sh.603936,博敏电子,电子,申万一级行业
sh.603937,丽岛新材,建筑材料,申万一级行业
sh.603938,三孚股份,化工,申万一级行业
sh.603939,益丰药房,医药生物,申万一级行业
sh.603955,大千生态,建筑装饰,申万一级行业
sh.603956,威派格,机械设备,申万一级行业
sh.603958,哈森股份,纺织服装,申万一级行业
sh.603959,百利科技,建筑装饰,申万一级行业
sh.603960,克来机电,机械设备,申万一级行业
sh.603963,大理药业,医药生物,申万一级行业
sh.603966,法兰泰克,机械设备,申万一级行业
sh.603967,中创物流,交通运输,申万一级行业
sh.603968,醋化股份,化工,申万一级行业
sh.603969,银龙股份,机械设备,申万一级行业
sh.603970,中农立华,化工,申万一级行业
sh.603976,正川股份,医药生物,申万一级行业
sh.603977,国泰集团,化工,申万一级行业
sh.603978,深圳新星,有色金属,申万一级行业
sh.603979,金诚信,采掘,申万一级行业
sh.603980,吉华集团,化工,申万一级行业
sh.603982,泉峰汽车,汽车,申万一级行业
sh.603985,恒润股份,机械设备,申万一级行业
sh.603986,兆易创新,电子,申万一级行业
sh.603987,康德莱,医药生物,申万一级行业
sh.603988,中电电机,电气设备,申万一级行业
sh.603989,艾华集团,电子,申万一级行业
sh.603990,麦迪科技,计算机,申万一级行业
sh.603991,至正股份,化工,申万一级行业
sh.603993,洛阳钼业,有色金属,申万一级行业
sh.603997,继峰股份,汽车,申万一级行业
sh.603998,方盛制药,医药生物,申万一级行业
sh.603999,读者传媒,传媒,申万一级行业
sz.000001,平安银行,银行,申万一级行业
sz.000002,万科A,房地产,申万一级行业
sz.000004,国农科技,医药生物,申万一级行业
sz.000005,世纪星源,公用事业,申万一级行业
sz.000006,深振业A,房地产,申万一级行业
sz.000007,全新好,综合,申万一级行业
sz.000008,神州高铁,机械设备,申万一级行业
sz.000009,中国宝安,综合,申万一级行业
sz.000011,深物业A,房地产,申万一级行业
sz.000012,南玻A,建筑材料,申万一级行业
sz.000014,沙河股份,房地产,申万一级行业
sz.000016,深康佳A,家用电器,申万一级行业
sz.000017,深中华A,汽车,申万一级行业
sz.000019,深粮控股,食品饮料,申万一级行业
sz.000020,深华发A,电子,申万一级行业
sz.000021,深科技,计算机,申万一级行业
sz.000023,深天地A,建筑材料,申万一级行业
sz.000025,特力A,汽车,申万一级行业
sz.000026,飞亚达A,轻工制造,申万一级行业
sz.000027,深圳能源,公用事业,申万一级行业
sz.000028,国药一致,医药生物,申万一级行业
sz.000029,深深房A,房地产,申万一级行业
sz.000030,富奥股份,汽车,申万一级行业
sz.000031,大悦城,房地产,申万一级行业
sz.000032,深桑达A,通信,申万一级行业
sz.000034,神州数码,计算机,申万一级行业
sz.000035,中国天楹,公用事业,申万一级行业
sz.000036,华联控股,房地产,申万一级行业
sz.000037,深南电A,公用事业,申万一级行业
sz.000038,深大通,传媒,申万一级行业
sz.000039,中集集团,机械设备,申万一级行业
sz.000040,东旭蓝天,公用事业,申万一级行业
sz.000042,中洲控股,房地产,申万一级行业
sz.000043,中航善达,房地产,申万一级行业
sz.000045,深纺织A,电子,申万一级行业
sz.000046,泛海控股,房地产,申万一级行业
sz.000049,德赛电池,电子,申万一级行业
sz.000050,深天马A,电子,申万一级行业
sz.000055,方大集团,建筑装饰,申万一级行业
sz.000056,皇庭国际,房地产,申万一级行业
sz.000058,深赛格,商业贸易,申万一级行业
sz.000059,华锦股份,化工,申万一级行业
sz.000060,中金岭南,有色金属,申万一级行业
sz.000061,农产品,商业贸易,申万一级行业
sz.000062,深圳华强,电子,申万一级行业
sz.000063,中兴通讯,通信,申万一级行业
sz.000065,北方国际,建筑装饰,申万一级行业
sz.000066,中国长城,计算机,申万一级行业
sz.000068,华控赛格,公用事业,申万一级行业
sz.000069,华侨城A,房地产,申万一级行业
sz.000070,特发信息,通信,申万一级行业
sz.000078,海王生物,医药生物,申万一级行业
sz.000088,盐田港,交通运输,申万一级行业
sz.000089,深圳机场,交通运输,申万一级行业
sz.000090,天健集团,房地产,申万一级行业
sz.000096,广聚能源,化工,申万一级行业
sz.000099,中信海直,交通运输,申万一级行业
sz.000100,TCL集团,电子,申万一级行业
sz.000150,宜华健康,医药生物,申万一级行业
sz.000151,中成股份,商业贸易,申万一级行业
sz.000153,丰原药业,医药生物,申万一级行业
sz.000155,川能动力,商业贸易,申万一级行业
sz.000156,华数传媒,传媒,申万一级行业
sz.000157,中联重科,机械设备,申万一级行业
sz.000158,常山北明,计算机,申万一级行业
sz.000159,国际实业,化工,申万一级行业
sz.000166,申万宏源,非银金融,申万一级行业
sz.000301,东方盛虹,公用事业,申万一级行业
sz.000333,美的集团,家用电器,申万一级行业
sz.000338,潍柴动力,汽车,申万一级行业
sz.000400,许继电气,电气设备,申万一级行业
sz.000401,冀东水泥,建筑材料,申万一级行业
sz.000402,金融街,房地产,申万一级行业
sz.000403,振兴生化,医药生物,申万一级行业
sz.000404,长虹华意,家用电器,申万一级行业
sz.000407,胜利股份,公用事业,申万一级行业
sz.000408,藏格控股,化工,申万一级行业
sz.000410,沈阳机床,机械设备,申万一级行业
sz.000411,英特集团,医药生物,申万一级行业
sz.000413,东旭光电,电子,申万一级行业
sz.000415,渤海租赁,非银金融,申万一级行业
sz.000416,民生控股,非银金融,申万一级行业
sz.000417,合肥百货,商业贸易,申万一级行业
sz.000418,小天鹅A,家用电器,申万一级行业
sz.000419,通程控股,商业贸易,申万一级行业
sz.000420,吉林化纤,化工,申万一级行业
sz.000421,南京公用,公用事业,申万一级行业
sz.000423,东阿阿胶,医药生物,申万一级行业
sz.000425,徐工机械,机械设备,申万一级行业
sz.000426,兴业矿业,有色金属,申万一级行业
sz.000428,华天酒店,休闲服务,申万一级行业
sz.000429,粤高速A,交通运输,申万一级行业
sz.000430,张家界,休闲服务,申万一级行业
sz.000488,晨鸣纸业,轻工制造,申万一级行业
sz.000498,山东路桥,建筑装饰,申万一级行业
sz.000501,鄂武商A,商业贸易,申万一级行业
sz.000502,绿景控股,房地产,申万一级行业
sz.000503,国新健康,医药生物,申万一级行业
sz.000505,京粮控股,农林牧渔,申万一级行业
sz.000506,中润资源,房地产,申万一级行业
sz.000507,珠海港,交通运输,申万一级行业
sz.000509,华塑控股,建筑材料,申万一级行业
sz.000510,金路集团,化工,申万一级行业
sz.000513,丽珠集团,医药生物,申万一级行业
sz.000514,渝开发,房地产,申万一级行业
sz.000516,国际医学,医药生物,申万一级行业
