code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sh.600000,2016-04-30,2016-03-31,0.042265,15.592726,0.008214,0.991949,0.332654,0.760663,,
sh.600000,2016-08-11,2016-06-30,0.081046,15.766660,0.015779,0.990015,0.329066,0.765529,,
sh.600000,2016-10-29,2016-09-30,0.120543,15.716937,0.022798,0.988915,0.340186,0.766228,,
sh.600000,2017-04-01,2016-12-31,0.155461,15.958635,0.029499,0.989213,0.333835,0.767103,,
sh.600000,2017-04-27,2017-03-31,0.038668,15.704279,0.007212,0.987369,0.345774,0.770206,,
sh.600000,2017-08-30,2017-06-30,0.074617,15.594453,0.014161,0.987483,0.342179,0.776088,,
sh.600000,2017-10-28,2017-09-30,0.106690,15.180217,0.020932,0.988112,0.339799,0.774455,,
sh.600000,2018-04-28,2017-12-31,0.136782,15.118785,0.028116,0.986473,0.326191,0.787678,,
sh.600000,2018-04-28,2018-03-31,0.033516,14.374283,0.006459,0.989349,0.364859,0.845259,,
sh.600000,2018-08-30,2018-06-30,0.065959,14.117024,0.013453,0.988547,0.351342,0.845994,,
sh.600000,2018-10-31,2018-09-30,0.098112,13.881491,0.020792,0.989534,0.343516,0.857957,,
sh.600000,2019-03-26,2018-12-31,0.124674,13.854311,,0.989366,0.329453,0.865679,,
sh.600004,2016-04-29,2016-03-31,0.034820,1.432952,0.101382,1.001350,0.239361,0.746853,1.019137,0.314474
sh.600004,2016-08-31,2016-06-30,0.070052,1.458161,0.206305,0.995629,0.233889,0.743854,1.016347,0.309372
sh.600004,2016-10-29,2016-09-30,0.104616,1.448530,0.309857,0.997394,0.233691,0.745796,1.014480,0.308872
sh.600004,2017-04-29,2016-12-31,0.137068,1.478416,0.410179,1.001373,0.225720,0.730790,1.008414,0.306294
sh.600004,2017-04-29,2017-03-31,0.037044,1.650853,0.087135,0.992872,0.259369,0.752025,1.003863,0.343567
sh.600004,2017-08-31,2017-06-30,0.062604,1.487809,0.173163,0.992945,0.244721,0.748142,1.004136,0.325758
sh.600004,2017-10-31,2017-09-30,0.092911,1.496859,0.259448,0.997162,0.239921,0.748149,1.001462,0.320218
sh.600004,2018-04-21,2017-12-31,0.123834,1.562219,0.335869,0.996590,0.236816,0.739338,0.989060,0.323852
sh.600004,2018-04-21,2018-03-31,0.028433,1.510720,0.074956,0.991729,0.253183,0.731798,1.008726,0.342981
sh.600004,2018-08-18,2018-06-30,0.045822,1.647366,0.147200,0.982202,0.192385,0.749548,0.968816,0.264930
sh.600004,2018-10-31,2018-09-30,0.059817,1.642523,0.230063,0.977661,0.161911,0.750190,0.945295,0.228316
sh.600005,2016-04-26,2016-03-31,0.001069,3.378888,0.134753,0.933904,0.002514,0.249537,0.217857,0.046237
sh.600005,2016-08-30,2016-06-30,0.009577,3.367478,0.300801,0.998188,0.009472,0.759500,0.347101,0.035929
sh.600005,2016-10-31,2016-09-30,0.012973,3.348469,0.448990,0.995168,0.008671,0.655426,0.306253,0.043196
sh.600006,2016-04-30,2016-03-31,0.018804,3.115776,0.164723,1.221127,0.030004,1.094389,1.042933,0.026288
sh.600006,2016-08-30,2016-06-30,0.034489,3.109277,0.343437,1.431458,0.022563,1.081720,1.193435,0.017478
sh.600006,2016-10-29,2016-09-30,0.035213,3.091839,0.525149,1.691321,0.012823,1.217478,1.215364,0.008666
sh.600006,2017-04-15,2016-12-31,0.033939,3.235048,0.767837,3.117838,0.004382,0.674041,1.325208,0.004906
sh.600006,2017-04-29,2017-03-31,0.010752,3.251839,0.180381,-11.628617,-0.001576,2.224534,0.221563,-0.003198
sh.600006,2017-08-30,2017-06-30,0.020595,3.309547,0.376121,-9.937676,-0.001665,101.736584,0.005199,-0.003148
sh.600006,2017-10-31,2017-09-30,0.017677,3.395900,0.586468,-0.669322,-0.013261,0.879264,0.962664,-0.015666
sh.600006,2018-03-31,2017-12-31,0.030395,2.975253,0.931521,-2.321700,-0.004724,0.727161,0.875150,-0.007423
sh.600006,2018-04-28,2018-03-31,0.019135,2.595167,0.139952,1.010278,0.052150,0.921769,1.023642,0.055269
sh.600006,2018-08-28,2018-06-30,0.042734,2.551380,0.332920,1.013076,0.049661,0.990430,1.065506,0.047058
sh.600006,2018-10-30,2018-09-30,0.060285,2.548733,0.528321,1.022997,0.043763,1.081049,1.054966,0.038373
sh.600006,2019-03-30,2018-12-31,0.080020,2.703044,0.770794,1.008970,0.038065,1.115802,1.085751,0.031420
sh.600007,2016-04-30,2016-03-31,0.030730,1.810361,0.054991,0.999732,0.308758,0.750198,0.918798,0.447942
sh.600007,2016-08-31,2016-06-30,0.065783,1.819973,0.109651,0.999717,0.329732,0.750192,0.931617,0.471793
sh.600007,2016-10-29,2016-09-30,0.094216,1.802571,0.164177,0.999455,0.318535,0.750265,0.928398,0.457307
sh.600007,2017-03-23,2016-12-31,0.116478,1.818223,0.219287,0.999164,0.292379,0.747796,0.924202,0.423055
sh.600007,2017-04-29,2017-03-31,0.025531,1.832003,0.052895,0.999698,0.263551,0.750412,0.902152,0.389302
sh.600007,2017-08-31,2017-06-30,0.048107,1.848180,0.110748,0.999110,0.235242,0.750398,0.873209,0.359009
sh.600007,2017-10-31,2017-09-30,0.076674,1.834905,0.174486,0.998981,0.239727,0.750394,0.862746,0.370293
sh.600007,2018-03-24,2017-12-31,0.100744,1.815085,0.241882,0.998749,0.229753,0.748644,0.835362,0.367376
sh.600007,2018-04-28,2018-03-31,0.030703,1.749604,0.067658,0.999532,0.259489,0.750408,0.878004,0.393845
sh.600007,2018-08-31,2018-06-30,0.062053,1.752383,0.136091,0.999263,0.260392,0.750391,0.876493,0.395905
sh.600007,2018-10-31,2018-09-30,0.089350,1.746247,0.202693,0.999037,0.252679,0.750371,0.878680,0.383232
sh.600008,2016-04-26,2016-03-31,0.011245,4.256399,0.039046,0.898045,0.075343,0.708493,0.492820,0.215783
sh.600008,2016-08-31,2016-06-30,0.030117,4.364748,0.082466,0.894158,0.093575,0.744372,0.563958,0.222907
sh.600008,2016-10-29,2016-09-30,0.044206,4.258293,0.124975,0.905163,0.091768,0.767517,0.516202,0.231625
sh.600008,2017-03-29,2016-12-31,0.066859,4.145831,0.208870,0.945388,0.081670,0.681100,0.586871,0.204320
sh.600008,2017-04-28,2017-03-31,0.010656,4.186943,0.042918,0.851062,0.069677,0.756950,0.483133,0.190526
sh.600008,2017-08-30,2017-06-30,0.025371,4.239288,0.096245,0.826198,0.075262,0.765464,0.519146,0.189392
sh.600008,2017-10-30,2017-09-30,0.041001,4.212313,0.145365,0.839241,0.079786,0.761093,0.508943,0.205978
sh.600008,2018-03-30,2017-12-31,0.055093,4.079256,0.204911,0.871625,0.075618,0.722461,0.519287,0.201559
sh.600008,2018-04-27,2018-03-31,0.006876,4.151225,0.040676,0.712076,0.057184,0.695030,0.437583,0.188023
sh.600008,2018-08-31,2018-06-30,0.016639,4.448404,0.081714,0.762056,0.060067,0.652872,0.447165,0.205751
sh.600008,2018-10-31,2018-09-30,0.033933,4.528654,0.132891,0.842802,0.066900,0.669071,0.471057,0.212267
sh.600009,2016-04-28,2016-03-31,0.031058,1.248938,0.063504,0.951189,0.411683,0.803487,1.059387,0.483648
sh.600009,2016-08-27,2016-06-30,0.068253,1.263597,0.130479,0.951502,0.435074,0.805350,1.047442,0.515761
sh.600009,2016-10-29,2016-09-30,0.100428,1.241345,0.201025,0.950373,0.423465,0.799193,1.044257,0.507410
sh.600009,2017-03-18,2016-12-31,0.131670,1.233873,0.264400,0.946046,0.426623,0.797719,1.041126,0.513678
sh.600009,2017-04-28,2017-03-31,0.034876,1.203155,0.069414,0.954251,0.437623,0.803823,1.017527,0.535049
sh.600009,2017-08-26,2017-06-30,0.074637,1.230808,0.139380,0.954225,0.455946,0.796309,1.015058,0.564081
sh.600009,2017-10-28,2017-09-30,0.115946,1.154936,0.224073,0.956339,0.468485,0.800741,1.018516,0.574428
sh.600009,2018-03-24,2017-12-31,0.155323,1.148900,0.295916,0.954928,0.478427,0.796690,1.025729,0.585456
sh.600009,2018-04-27,2018-03-31,0.039698,1.090103,0.081597,0.961468,0.464193,0.790097,1.034996,0.567648
sh.600009,2018-08-25,2018-06-30,0.079016,1.115851,0.157784,0.961722,0.466654,0.782751,1.036405,0.575230
sh.600009,2018-10-30,2018-09-30,0.120126,1.098134,0.240358,0.959383,0.474387,0.785497,1.036087,0.582897
sh.600009,2019-03-23,2018-12-31,0.158545,1.095505,0.318527,0.954879,0.475821,0.787114,1.035687,0.583684
sh.600010,2016-04-30,2016-03-31,-0.011755,3.054243,0.037935,0.983969,-0.103108,0.790647,1.617979,-0.080600
sh.600010,2016-08-26,2016-06-30,0.000584,3.023868,0.084468,2.479512,0.000922,0.140893,0.183823,0.035599
sh.600010,2016-10-29,2016-09-30,0.004982,3.027609,0.139905,1.102561,0.010669,0.654392,0.349526,0.046643
sh.600010,2017-04-21,2016-12-31,0.001803,3.035801,0.216699,0.998825,0.002744,0.258920,0.356286,0.029743
sh.600010,2017-04-28,2017-03-31,0.004177,2.997867,0.074916,1.006128,0.018484,0.718425,0.556690,0.046218
sh.600010,2017-08-24,2017-06-30,0.012359,2.983836,0.148949,1.015082,0.027395,0.676964,0.667548,0.060621
sh.600010,2017-10-27,2017-09-30,0.029330,2.980200,0.244059,1.001239,0.040274,0.729259,0.626730,0.088118
sh.600010,2018-04-20,2017-12-31,0.042689,2.983133,0.372697,1.005049,0.038203,0.725617,0.607562,0.086657
sh.600010,2018-04-27,2018-03-31,0.012827,2.951961,0.088601,1.002038,0.048943,0.757556,0.548835,0.117717
sh.600010,2018-08-29,2018-06-30,0.028350,2.937198,0.215914,0.998604,0.044765,0.769651,0.589079,0.098735
sh.600010,2018-10-31,2018-09-30,0.045538,2.911268,0.327691,0.997226,0.047866,0.764435,0.619748,0.101036
sh.600011,2016-04-27,2016-03-31,0.048378,3.662039,0.096456,0.790123,0.173340,0.754198,0.797772,0.288095
sh.600011,2016-08-03,2016-06-30,0.079161,3.761716,0.177000,0.811381,0.146531,0.757997,0.755684,0.255813
sh.600011,2016-10-26,2016-09-30,0.115777,3.696102,0.277655,0.815781,0.138293,0.760040,0.747458,0.243432
sh.600011,2017-03-22,2016-12-31,0.109542,3.785158,0.373684,0.817180,0.094770,0.750799,0.682915,0.184835
sh.600011,2017-04-26,2017-03-31,0.008393,4.408678,0.109720,0.672214,0.025811,0.662989,0.401976,0.096849
sh.600011,2017-08-02,2017-06-30,0.010425,4.565891,0.207096,0.759355,0.014519,0.598836,0.274942,0.088185
sh.600011,2017-10-25,2017-09-30,0.036299,4.392842,0.320886,0.855194,0.030112,0.727155,0.398956,0.103797
sh.600011,2018-03-14,2017-12-31,0.022835,4.381344,0.443124,0.835356,0.014080,0.577029,0.270623,0.090163
sh.600011,2018-04-25,2018-03-31,0.016012,5.000068,0.113638,0.705448,0.039947,0.738222,0.489124,0.110632
sh.600011,2018-08-01,2018-06-30,0.028090,5.016150,0.216776,0.764247,0.033801,0.758290,0.411391,0.108353
sh.600011,2018-10-24,2018-09-30,0.025461,4.868401,0.331287,0.708040,0.022296,0.704284,0.336212,0.094160
sh.600011,2019-03-20,2018-12-31,0.018126,4.926278,0.434352,0.597689,0.014173,0.700570,0.241291,0.083842
sh.600012,2016-04-29,2016-03-31,0.030837,1.512472,0.054321,1.021894,0.367295,0.712596,0.929307,0.554642
sh.600012,2016-08-22,2016-06-30,0.058956,1.529170,0.100056,1.015714,0.379367,0.748206,0.949253,0.534142
sh.600012,2016-10-29,2016-09-30,0.084639,1.497431,0.151424,1.017489,0.366860,0.735917,0.922797,0.540213
sh.600012,2017-03-27,2016-12-31,0.111132,1.504061,0.197861,1.026640,0.363742,0.729614,0.937026,0.532045
sh.600012,2017-04-28,2017-03-31,0.033260,1.501044,0.054097,0.984933,0.415861,0.724868,0.966756,0.593434
sh.600012,2017-08-28,2017-06-30,0.059920,1.527124,0.104632,1.016271,0.368997,0.690016,0.969437,0.551625
sh.600012,2017-10-28,2017-09-30,0.092794,1.497471,0.161106,1.000984,0.384258,0.703891,0.978952,0.557644
sh.600012,2018-03-26,2017-12-31,0.120870,1.511613,0.209652,1.005267,0.379402,0.704758,0.957180,0.562427
sh.600012,2018-04-27,2018-03-31,0.028178,1.500321,0.051037,1.014106,0.362875,0.708228,0.962040,0.532587
sh.600012,2018-08-27,2018-06-30,0.058693,1.512616,0.102489,1.012862,0.373791,0.714444,0.967571,0.540726
sh.600012,2018-10-30,2018-09-30,0.088593,1.493492,0.156635,1.006074,0.376423,0.715357,0.965459,0.545028
sh.600012,2019-03-25,2018-12-31,0.115485,1.488825,0.204926,1.024074,0.369620,0.708636,0.965112,0.540448
sh.600015,2016-04-30,2016-03-31,0.034120,15.843611,0.007348,0.993052,0.295125,0.749916,,
sh.600015,2016-08-11,2016-06-30,0.075288,16.363051,0.014612,0.994836,0.316520,0.750019,,
sh.600015,2016-10-31,2016-09-30,0.109911,16.145300,0.022166,0.995166,0.308604,0.750000,,
sh.600015,2017-04-29,2016-12-31,0.145830,16.218804,0.029256,0.996001,0.308567,0.752810,,
sh.600015,2017-04-29,2017-03-31,0.029245,15.455411,0.006869,0.989879,0.278305,0.750124,,
sh.600015,2017-08-11,2017-06-30,0.063267,15.370744,0.013955,0.992833,0.297079,0.751612,,
sh.600015,2017-10-31,2017-09-30,0.090253,15.231562,0.020855,0.993020,0.286128,0.749830,,
sh.600015,2018-04-20,2017-12-31,0.123776,15.192285,0.027290,0.994281,0.300268,0.759266,,
sh.600015,2018-04-28,2018-03-31,0.026735,14.848553,0.006295,0.992148,0.288274,0.755977,,
sh.600015,2018-08-20,2018-06-30,0.058308,14.747321,0.012953,0.992483,0.307550,0.765753,,
sh.600015,2018-10-31,2018-09-30,0.083179,14.677707,0.019767,0.992545,0.288841,0.761602,,
sh.600016,2016-04-30,2016-03-31,0.044786,15.262170,0.008593,0.982579,0.347561,0.781107,,
sh.600016,2016-08-30,2016-06-30,0.087817,15.759639,0.015956,0.982709,0.355377,0.787414,,
sh.600016,2016-10-29,2016-09-30,0.124766,16.179528,0.022916,0.981799,0.342745,0.798531,,
sh.600016,2017-03-31,2016-12-31,0.148625,16.179614,0.029801,0.980832,0.314269,0.809607,,
sh.600016,2017-04-27,2017-03-31,0.040595,16.943012,0.006113,0.978836,0.400397,0.825048,,
sh.600016,2017-08-29,2017-06-30,0.079481,16.501604,0.012095,0.981617,0.405671,0.830571,,
sh.600016,2017-10-31,2017-09-30,0.112830,16.273354,0.018252,0.978982,0.388018,0.836137,,
sh.600016,2018-03-30,2017-12-31,0.138070,16.350633,0.024459,0.978222,0.352936,0.840824,,
sh.600016,2018-04-28,2018-03-31,0.039117,15.582582,0.006174,0.987901,0.411587,0.836467,,
sh.600016,2018-08-31,2018-06-30,0.076334,15.416294,0.012608,0.992128,0.395839,0.831884,,
sh.600016,2018-10-31,2018-09-30,0.108025,15.017352,0.019490,0.989040,0.373171,0.837483,,
sh.600017,2016-04-28,2016-03-31,0.007831,1.848084,0.058642,0.818344,0.088299,0.769497,0.708948,0.161857
sh.600017,2016-07-30,2016-06-30,0.015713,1.855334,0.114145,0.836127,0.088740,0.766589,0.698818,0.165651
sh.600017,2016-10-26,2016-09-30,0.022544,1.854502,0.168639,0.838265,0.085992,0.762281,0.691729,0.163083
sh.600017,2017-03-28,2016-12-31,0.017262,1.882526,0.222519,0.771961,0.053382,0.726827,0.599035,0.122605
sh.600017,2017-04-14,2017-03-31,0.010368,1.924162,0.058435,0.841940,0.109522,0.756328,0.733212,0.197497
sh.600017,2017-08-24,2017-06-30,0.021846,1.917330,0.117146,0.852852,0.114042,0.755753,0.749760,0.201262
sh.600017,2017-10-19,2017-09-30,0.032190,1.930027,0.174184,0.857521,0.111660,0.754101,0.743320,0.199202
sh.600017,2018-03-20,2017-12-31,0.035243,1.910558,0.240254,0.824766,0.093093,0.744932,0.664295,0.188122
sh.600017,2018-04-25,2018-03-31,0.015920,1.893875,0.061314,0.866013,0.158313,0.759491,0.813494,0.256235
sh.600017,2018-08-21,2018-06-30,0.032912,1.940220,0.122512,0.873784,0.158462,0.772628,0.772073,0.265642
sh.600017,2018-10-27,2018-09-30,0.049466,1.897290,0.186001,0.878057,0.159639,0.774045,0.801525,0.257310
sh.600017,2019-03-26,2018-12-31,0.058893,1.904268,0.246221,0.876370,0.143326,0.777466,0.739433,0.249313
sh.600018,2016-04-30,2016-03-31,0.020280,1.631003,0.072440,0.822499,0.208686,0.799272,0.912393,0.286166
sh.600018,2016-08-30,2016-06-30,0.049226,1.693474,0.153613,0.836974,0.226087,0.795607,0.932698,0.304674
sh.600018,2016-10-29,2016-09-30,0.066229,1.806748,0.211276,0.828388,0.209443,0.788561,0.915949,0.289975
sh.600018,2017-03-29,2016-12-31,0.115332,1.789213,0.291307,0.857958,0.257912,0.813518,0.935898,0.338747
sh.600018,2017-04-29,2017-03-31,0.018335,1.891842,0.067854,0.791108,0.180545,0.770016,0.921253,0.254511
sh.600018,2017-08-30,2017-06-30,0.055396,1.924316,0.142693,0.837097,0.241003,0.753673,0.940682,0.339936
sh.600018,2017-10-31,2017-09-30,0.077369,1.917547,0.213588,0.826173,0.228650,0.760693,0.929247,0.323467
sh.600018,2018-03-28,2017-12-31,0.177196,1.981593,0.290086,0.898009,0.343267,0.810229,0.955702,0.443304
sh.600018,2018-04-28,2018-03-31,0.023420,2.012423,0.060931,0.870610,0.219388,0.800098,0.877480,0.312487
sh.600018,2018-08-30,2018-06-30,0.049006,2.064090,0.122759,0.847852,0.228114,0.794883,0.895105,0.320608
sh.600018,2018-10-31,2018-09-30,0.073256,2.103051,0.177837,0.853662,0.229450,0.803987,0.895576,0.318667
sh.600018,2019-03-28,2018-12-31,0.141711,1.969229,0.266403,0.895774,0.301558,0.800685,0.920957,0.408950
sh.600019,2016-04-28,2016-03-31,0.013452,2.182818,0.142490,0.993627,0.043527,0.704779,0.805093,0.076711
sh.600019,2016-08-31,2016-06-30,0.030368,2.190572,0.312203,0.957772,0.046362,0.721116,0.849744,0.075661
sh.600019,2016-10-25,2016-09-30,0.048526,2.171620,0.533382,0.960840,0.043602,0.718565,0.822240,0.073797
sh.600019,2017-04-28,2016-12-31,0.076606,2.145117,0.739726,0.973951,0.049568,0.799083,0.855797,0.072484
sh.600019,2017-04-28,2017-03-31,0.027536,2.316923,0.267202,0.908598,0.048953,0.825897,0.857254,0.069143
sh.600019,2017-08-25,2017-06-30,0.045249,2.289961,0.544939,0.915491,0.039607,0.791533,0.823896,0.060734
sh.600019,2017-10-28,2017-09-30,0.083852,2.208323,0.820506,0.931976,0.049655,0.861664,0.837220,0.068831
sh.600019,2018-04-10,2017-12-31,0.134200,2.163880,0.936557,0.939578,0.070478,0.848888,0.871884,0.095223
sh.600019,2018-04-28,2018-03-31,0.030086,2.109249,0.191907,0.907148,0.081935,0.799943,0.966324,0.105996
sh.600019,2018-08-28,2018-06-30,0.060795,2.132069,0.423688,0.918180,0.073299,0.774253,0.900833,0.105092
sh.600019,2018-10-30,2018-09-30,0.093912,2.087571,0.644533,0.916511,0.076154,0.796614,0.853699,0.111980
sh.600020,2016-04-28,2016-03-31,0.013311,3.931703,0.018494,1.000131,0.183042,0.788723,0.361960,0.641157
sh.600020,2016-08-25,2016-06-30,0.031631,4.018228,0.037303,1.002467,0.210506,0.824604,0.397941,0.641505
sh.600020,2016-10-29,2016-09-30,0.052734,4.003981,0.058114,0.994461,0.227895,0.818348,0.427168,0.651925
sh.600020,2017-04-20,2016-12-31,0.061402,3.929860,0.082154,0.995855,0.190977,0.803385,0.407008,0.584057
sh.600020,2017-04-26,2017-03-31,0.036190,3.923301,0.043219,0.980774,0.217618,0.792826,0.638077,0.430173
sh.600020,2017-08-19,2017-06-30,0.062250,3.918726,0.066616,0.986569,0.241706,0.807039,0.594315,0.503936
sh.600020,2017-10-31,2017-09-30,0.086012,3.977974,0.088614,0.987240,0.247158,0.807684,0.568972,0.537826
sh.600020,2018-04-27,2017-12-31,0.091910,3.863154,0.118592,0.984017,0.203875,0.803398,0.510972,0.496633
sh.600020,2018-04-27,2018-03-31,0.020768,3.915979,0.024165,0.987711,0.222197,0.810430,0.466122,0.588198
sh.600020,2018-08-16,2018-06-30,0.049843,3.975970,0.051849,0.995864,0.242785,0.801045,0.495568,0.611594
sh.600020,2018-10-31,2018-09-30,0.078516,3.975234,0.082930,0.997554,0.238752,0.777560,0.511097,0.600772
sh.600021,2016-04-28,2016-03-31,0.032006,5.106442,0.078879,0.572653,0.138758,0.761432,0.737499,0.247096
sh.600021,2016-08-26,2016-06-30,0.057738,5.082992,0.143816,0.583217,0.135426,0.775274,0.671513,0.260130
sh.600021,2016-10-26,2016-09-30,0.078410,5.105019,0.220999,0.564368,0.123145,0.767211,0.661392,0.242686
sh.600021,2017-04-08,2016-12-31,0.089206,5.234047,0.298418,0.554229,0.103049,0.764309,0.634766,0.212403
sh.600021,2017-04-28,2017-03-31,0.007108,5.436950,0.079652,0.394170,0.041643,0.650710,0.500410,0.127888
sh.600021,2017-08-26,2017-06-30,0.016227,5.519380,0.153682,0.406575,0.047054,0.694906,0.475345,0.142450
sh.600021,2017-10-27,2017-09-30,0.035608,5.570485,0.240147,0.482403,0.055177,0.749044,0.495133,0.148776
sh.600021,2018-04-03,2017-12-31,0.080563,5.923426,0.276175,0.649322,0.075844,0.761834,0.528709,0.188296
sh.600021,2018-04-28,2018-03-31,0.006829,6.433092,0.069008,0.357330,0.043052,0.681150,0.425463,0.148554
sh.600021,2018-08-28,2018-06-30,0.024524,6.668711,0.129815,0.474649,0.059683,0.696405,0.457080,0.187499
sh.600021,2018-10-30,2018-09-30,0.053734,6.371157,0.195330,0.554590,0.077856,0.736271,0.552185,0.191500
sh.600022,2016-04-29,2016-03-31,-0.020252,3.211246,0.196543,1.033752,-0.031040,1.006631,2.162704,-0.014258
sh.600022,2016-08-26,2016-06-30,0.001392,3.213133,0.410846,0.470406,0.002241,0.911465,0.162841,0.015100
sh.600022,2016-10-28,2016-09-30,0.001469,3.180484,0.656196,0.417806,0.001685,0.895432,0.123004,0.015297
sh.600022,2017-04-20,2016-12-31,-0.036753,3.298876,0.931234,1.114977,-0.010730,1.105526,-96.648581,0.000100
sh.600022,2017-04-20,2017-03-31,0.027827,3.118187,0.325120,0.977809,0.028071,0.989267,0.739686,0.038362
sh.600022,2017-07-28,2017-06-30,0.036497,3.116711,0.620483,0.964503,0.019567,0.981723,0.714750,0.027886
sh.600022,2017-10-28,2017-09-30,0.064762,3.185432,0.832192,0.974531,0.025069,0.981839,0.757343,0.033713
sh.600022,2018-03-30,2017-12-31,0.112851,3.266848,0.859784,0.981487,0.040936,0.985314,0.824711,0.050376
sh.600022,2018-04-27,2018-03-31,0.033783,3.128761,0.205092,0.987933,0.053291,0.988639,0.854528,0.063079
sh.600022,2018-08-17,2018-06-30,0.088662,3.232357,0.406668,0.970320,0.069513,0.968793,0.904300,0.079345
sh.600022,2018-10-30,2018-09-30,0.125345,3.232579,0.650208,0.930119,0.064116,0.887074,0.887792,0.081414
sh.600022,2019-03-29,2018-12-31,0.110149,3.370181,0.867401,0.900776,0.041830,0.952141,0.831336,0.052846
sh.600023,2016-04-28,2016-03-31,0.026237,1.847981,0.078245,0.874408,0.207515,0.831049,0.862420,0.289537
sh.600023,2016-08-16,2016-06-30,0.074812,1.852900,0.173024,0.859859,0.271384,0.831059,0.909522,0.359037
sh.600023,2016-10-28,2016-09-30,0.102913,1.839850,0.274709,0.868303,0.234500,0.832595,0.902517,0.312072
sh.600023,2017-04-08,2016-12-31,0.110225,1.839396,0.374003,0.872158,0.183711,0.827332,0.888598,0.249890
sh.600023,2017-04-26,2017-03-31,0.015888,1.804155,0.103362,0.903842,0.094265,0.843000,0.827191,0.135182
sh.600023,2017-08-19,2017-06-30,0.040984,1.813160,0.214672,0.932862,0.112871,0.860097,0.851563,0.154106
sh.600023,2017-10-28,2017-09-30,0.064047,1.807511,0.353017,0.912325,0.110021,0.846837,0.860478,0.150986
sh.600023,2018-04-11,2017-12-31,0.072815,1.837136,0.468094,0.913550,0.092685,0.857835,0.820625,0.131663
sh.600023,2018-04-26,2018-03-31,0.009397,1.843364,0.114912,0.899118,0.049339,0.855749,0.696198,0.082816
sh.600023,2018-08-23,2018-06-30,0.039006,1.862129,0.247738,0.916415,0.092264,0.861288,0.821233,0.130443
sh.600023,2018-10-27,2018-09-30,0.061290,1.826137,0.384775,0.912609,0.095579,0.865918,0.829455,0.133075
sh.600025,2018-04-26,2017-12-31,0.059909,4.516573,0.077853,0.923233,0.184543,0.848122,0.444631,0.489372
sh.600025,2018-04-26,2018-03-31,0.008564,4.209765,0.017799,0.829770,0.137747,0.848035,0.334063,0.486230
sh.600025,2018-08-30,2018-06-30,0.022029,4.255095,0.038628,0.830262,0.161421,0.859450,0.396553,0.473629
sh.600025,2018-10-30,2018-09-30,0.056017,4.197024,0.067264,0.900882,0.220255,0.886400,0.490219,0.506881
sh.600026,2016-04-29,2016-03-31,0.006019,2.657590,0.044465,0.989369,0.051484,0.685718,0.506653,0.148190
sh.600026,2016-08-30,2016-06-30,0.069243,2.676356,0.121471,0.987704,0.215642,0.948306,0.748070,0.303979
sh.600026,2016-10-29,2016-09-30,0.084052,2.382391,0.169985,0.989332,0.209789,0.942345,0.719617,0.309365
sh.600026,2017-03-29,2016-12-31,0.072397,2.379962,0.205784,0.983320,0.150330,0.898514,0.697724,0.239793
sh.600026,2017-04-29,2017-03-31,0.020347,2.118954,0.045439,0.946548,0.223255,0.903785,0.807526,0.305899
sh.600026,2017-08-30,2017-06-30,0.031148,2.166624,0.085012,0.937839,0.180318,0.877799,0.756189,0.271652
sh.600026,2017-10-31,2017-09-30,0.045495,2.174277,0.122020,0.926542,0.185076,0.906782,0.728501,0.280168
sh.600026,2018-03-29,2017-12-31,0.063844,2.139901,0.164846,0.937020,0.193153,0.921022,0.731514,0.286687
sh.600026,2018-04-28,2018-03-31,-0.003061,2.153979,0.040210,1.739989,-0.020313,1.249984,-0.200682,0.080977
sh.600026,2018-08-30,2018-06-30,-0.007771,2.201942,0.083708,1.719598,-0.024519,1.672786,-0.155026,0.094548
sh.600026,2018-10-31,2018-09-30,-0.009609,2.214661,0.134095,2.630697,-0.012300,9.768882,-0.012227,0.102975
sh.600026,2019-03-28,2018-12-31,0.003747,2.206349,0.198480,0.324621,0.026360,0.730208,0.270551,0.133429
sh.600027,2016-04-27,2016-03-31,0.042098,4.762906,0.081906,0.746452,0.144569,0.744362,0.722030,0.268989
sh.600027,2016-08-31,2016-06-30,0.062551,4.859472,0.144360,0.745153,0.119662,0.751397,0.668184,0.238336
sh.600027,2016-10-26,2016-09-30,0.087123,4.803345,0.223800,0.722630,0.112154,0.753645,0.648810,0.229367
sh.600027,2017-03-29,2016-12-31,0.078704,4.903823,0.303988,0.722991,0.073025,0.723763,0.579342,0.174156
sh.600027,2017-04-29,2017-03-31,0.000278,4.874632,0.091963,0.142905,0.004334,0.353731,0.165108,0.074212
sh.600027,2017-08-31,2017-06-30,-0.005060,4.990733,0.175370,1.385702,-0.004172,-4.656454,0.013982,0.064075
sh.600027,2017-10-28,2017-09-30,-0.005671,5.014417,0.276737,-2.816085,0.001451,0.176485,0.114364,0.071896
sh.600027,2018-03-27,2017-12-31,0.010195,5.053321,0.370584,0.554350,0.009821,0.597919,0.191619,0.085717
sh.600027,2018-04-28,2018-03-31,0.016324,5.134562,0.103945,0.864474,0.035381,0.757993,0.446309,0.104585
sh.600027,2018-08-29,2018-06-30,0.023373,5.125535,0.192005,0.815069,0.029138,0.725368,0.365884,0.109789
