date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2019-04-02,sh.600370,20.6257478800,58.901923,2.365228,2.626532,66.238354
2019-04-02,sh.600371,21.2319982800,35.814244,4.073607,7.061622,77.489203
2019-04-02,sh.600372,35.0051648100,63.538226,4.279712,3.984558,-17.617259
2019-04-02,sh.600373,46.9356696000,13.174226,1.605067,1.852785,15.520306
2019-04-02,sh.600375,17.9230333200,59.415486,1.258735,0.484688,11.042045
2019-04-02,sh.600376,62.1984910500,7.743889,1.136470,0.584098,-51.357636
2019-04-02,sh.600377,19.9918340300,11.476100,1.921642,5.038247,199.020076
2019-04-02,sh.600378,33.2097938400,142.165285,12.404434,17.564330,-1426.978756
2019-04-02,sh.600379,13.2930567000,57.272519,3.891709,2.374741,200.160797
2019-04-02,sh.600380,70.8780592800,23.367825,2.260796,1.561474,-22.576881
2019-04-02,sh.600381,7.0823147200,24.864593,1.959317,12.986508,13.233527
2019-04-02,sh.600382,23.0837200800,12.243641,0.868703,6.614102,-53.172436
2019-04-02,sh.600383,165.4209928800,6.330772,1.430282,1.236755,9.841542
2019-04-02,sh.600386,21.3611970000,43.145750,2.498804,0.925144,-28.898585
2019-04-02,sh.600387,21.2890567500,9.467683,1.726842,0.223334,5.664737
2019-04-02,sh.600388,85.5011544900,17.998744,2.908601,1.602592,154.111227
2019-04-02,sh.600389,43.3145991200,13.460218,3.261439,1.387989,-380.011288
2019-04-02,sh.600390,34.2123588000,19.640628,1.232781,3.095052,-12.560237
2019-04-02,sh.600392,91.7162637800,77.084642,4.252127,3.545869,-1625.942345
2019-04-02,sh.600393,20.5939738200,12.336634,1.205012,2.434549,103.716422
2019-04-02,sh.600395,20.7315853600,10.073932,1.411016,1.565562,22.995231
2019-04-02,sh.600398,58.6769209800,12.978571,3.613632,2.348804,19.860451
2019-04-02,sh.600399,11.5035244800,3.388555,2.118767,1.510844,64.586463
2019-04-02,sh.600400,39.5302264500,52.484559,2.729715,4.377663,-22.344527
2019-04-02,sh.600403,20.4518646800,18.868733,1.442304,1.563215,6.338054
2019-04-02,sh.600405,29.4339188000,1543.795194,2.416525,2.905815,-12.083875
2019-04-02,sh.600406,490.7241663100,26.133804,3.862812,3.638447,1000.244841
2019-04-02,sh.600408,11.5680761500,4.357381,2.394573,0.405435,-67.931610
2019-04-02,sh.600409,36.2159631000,8.114214,1.451324,0.789812,26.442709
2019-04-02,sh.600410,92.0013817000,114.128164,2.093055,1.961531,-13.834699
2019-04-02,sh.600415,180.7256810400,16.936285,2.201211,7.239440,17.887935
2019-04-02,sh.600418,25.7593458500,38.811661,0.740077,0.202560,-2.803476
2019-04-02,sh.600419,32.7617965100,29.149031,3.612988,2.276518,-227.478275
2019-04-02,sh.600420,74.7863449200,15.512869,1.659690,0.971566,12.107021
2019-04-02,sh.600422,84.8377312600,25.516386,2.240956,1.205532,21.529694
2019-04-02,sh.600423,11.6922542000,8.553726,1.525119,1.662203,7.553754
2019-04-02,sh.600425,23.2473253600,14.661987,1.630007,2.955169,24.317347
2019-04-02,sh.600426,108.6063091200,8.920722,2.232151,1.876285,50.839178
2019-04-02,sh.600428,21.8432663000,111.988468,1.006305,1.272217,-26.632598
